,text,label
33,india should be more aggressive against jehadis? means moblynch villains on streets get bjpindia govts unseated by killing/ beating up people in mp cg rajasthan ? its hard work of modishah bjp survived government should act against cow slaughter not insane crowd,1
34,bjpindia bjp wale sahi mein nautanki waaz hain har cheez mein selfie photos tweets ads just like forced attention seeker modi jaise pahele kabhi kuch karida nahin hua hai bjp blind believers/ bhakts surely hampering indias developments &,1
35,tweeter handle in full swing with national theme good job as i can see you are going in the right direction politicians gimmick powerhungry corruption bjp manipur imphal,1
36,may this dussehra bring you loads of joy success and prosperity and may your worries burn away with the effigy of ravana happydussehra joy bjp narendramodi dilipghoshbjp mukulrofficial bjpbengal bjpindia ,1
37,some people are born to create history 👍they are the messenger of almighty 🙏🇮🇳narendramodi pmoindia bjp bjpgujarat bjpindia modigovernment  ,1
38,bjpindia narendramodi ji pmoindia they have a very peculiar slogan “desh badal raha hai” but in backwards pmcbank unemployment everything is interlinked to this government bjp is supporting their loan capitalists to make even more frauds “,1
39,congratulations santosh ji santoshkumarjnv 💐💐i hope this book will become very successful helps people to understand bjp,1
40,bjp uttarakhand has expelled four members from the party for indulging in antiparty activities bjpindia bjpuk tsrawatbjp narendramodi ,1
41,narendramodi amitshah does the bjp still needs to be defined in reference to the congress ? bjp india bjpindia amitshahoffice swamy ,1
42,journey of the bjp from to seats seats seats seats seats seats seats seats seats seats sab ka saath sab ka vikas sab ka vishwas amitshah bjpindia ,1
43,bjpindia this comment is alerting if bjp is blamed just for closeness to bjprss then giving ticket to a gangleader relative is opening flood gate of criticism and its genuine too narendramodi amitshah jpnadda nitingadkari devfadnavis h,1
44,narendramodi pmoindia bjpharyana bjpindia mlkhattar youngest supporter of bjp in haryana mummy nhi modi pehle bola😊☺️issbaarpaar supportbjp ,1
45,although i admire what bjpindia govt is doing abt bringing awareness at a recent bjp event i saw this they had a tractor to clean this up however if garbage cans were kept people would have used those instead swachhbharat mlkhattar panchkula sector narendramodi ji ,1
46,narendramodi pmoindia amitshah nsitharaman dvsadanandgowda cmofkarnataka bsybjp astitvam karnatakafloods fightforfloodrelieffunds bjp bjpindia im shameful to write this bjp government is failed to deliver the suppopeople are expecting in,1
47,sab changaa see pmoindia narendramodi narendramodiin bjpindia amitshah republic akshaykumar myogiadityanath yadavakhilesh up is clearly hell jaisriram nocountryforgoodmen bjp  ,1
48,whats about this say bjp narendramodi bjpindia yadavakhilesh zeenews ndtvindia ,1
49,gandhisankalpyatra gandhi plasticfreeindia today mandvi bjp celebrated mahatmagandhi th birth anniversary by organizing gandhisankalpyatra bjpgujarat bjpindia vijayrupanibjp narendramodi cmoguj pmoindia amitshah jituvaghani bhikhubhaidbjp kcpatelbjp – at mandvi,1
50,crackdown lockdown shutdown arrests detentions sec trolling threatening abuse mitroon welcome to newindia thanks for voting bjp aareykillerdevendra pmoindia narendramodi cmomaharashtra devfadnavis bjpindia mumbaimirror saveaarey saveaareyforest,1
51,correct same thought was also disturbing me people with two type of intentions are joining bjpindia first are the one who are joining for india the worst one are joining with their own selfcentere intentions bjp trojanhorse narendramodi amitshah sawadhan india  ,1
52,we dont want waryamsingh joythomas wadhawans out after election dont want political eye wash save lives bjp bjpindia stand for we trusted you pmcbankcrisis devfadnavis narendramodi pmoindia nsitharaman dasshaktikanta,1
53,aptly saidnow a days people joining bjpindia to save their own kingdomsas large population supporting this leadership need to be on high alert else very soon big scams will emerge frm bjp selfish people r like trojanhorse narendramodi amitshah,1
54,pmoindia narendramodi bjpindia bjpgovtincoma bjpmembership bjpshivsena bjpmumbai modiji what are these worst people doing in bjp did we all vote you for this?  ,1
55,pm narendramodi has catered to each and every section of the society while pursuing his agenda for growth development for our country bjpindia bjptelangana bjppalamuru bjp modihaitomumkinhai northeast  ,1
56,day by day reliancejio jio service quality graph is going downwards with no sign of improvement this cannot be called g lte this is g mr ambani has greatly fooled people of india with the help of bjpindia bjp this is pathetic mr pm narendramodi sorry ,1
57,then why the fucking your party shivsena is still allience with bjp ? aareyforest saveaareysavemumbai saveaareyforest authackeray shivsena devfadnavis bjpindia amitshah narendramodi bskoshyari,1
58,plz vote support elect bhai flickersingh former hockey captain 🏑 team india 🇮🇳 bjpindia candidate from pehowa vidhansabha haryana narendramodi amitshah jpnadda mlkhattar subhashbrala captabhimanyu sandeepsingh hockeycaptain india bjp haryanaassemblypolls ,1
59,bjpbjpindia activists attacks on bjp mla candidate ? must watch on ringulovartalu in t toriginal narendramodi amitshah bjp modi amitshah politics attacks latkadnaari  ,1
60,modi rbi bjp can she hope for help?,1
61,this is purely rubbish in bjp amitshah narendramodi i personally like current government but will not recommend to vote for bjp in next election it will like whatever you have built they are spoiling bjpindia ,1
62,if there is anything i dont like about bjpindia is the way mcd delhi works and probably thats the main cause that keeps bjp away from delhi seat narendramodi ji nitingadkari ji please look into it  ,1
63,the b in bjp stands for bastards narendramodi bjpindia bjpmaharashtra devfadnavis,1
64,amitshah ji bjpindia narendramodi ji great move by deputing observers in kerala prior to the the bada chota netas get the feel of being on radar of bjpindia hope atleast this time around bjp will not entire top leadership in ke,1
65,so after all the kachra shifting to bjpindia now incindia seems to be a good party keep up the good work bjp bjpmembership supporters ka esehi katto narendramodi pmoindia bjpisnewcongress,1
66,इन कहव इंटरव्यू😆🥴 that’s called political interview bjp dear people of haryanamaharashtra n raj pls cast vote 🗳 for who those make newindia n patriots candidate ⁦bjpindia⁩ ⁦bjpharyana⁩ ⁦bjpmaharashtra⁩ ⁦bjprajasthan⁩ ⁦narendramodi⁩ ,1
67,watch manojtiwarimp admitting that bjpindia shivsena officeofut authackeray rautsanjay rajthackeray hate purvanchali s and knowing this he joined the bjp purvanchali s slap on the face of narendramodi drmohanbhagwat amitshah ,1
68,simple question to maharashtra voters will you vote for bjpmaharashtra which has a spineless leader devfadnavis who has welcomed goons like niteshnrane into bjpindia to make a fool of the socalled values of bjp and mislead voters? am sure श्री narendramodi जी knows  ,1
69,bjpmaharashtra bjpindia narendramodi devfadnavis nitingadkari amitshah the candidate dont know the leaders position and he selected by bjp for coming maharashtraassemblypolls bjplosttrust balakot chanakya महाराष्ट्र,1
70,too late u all will pay for this i am a bjp supporter the way u all humiliated our north karnataka brothers sisters astitvam disgust me didnt expect this from bjp bjpmembership askanshul,1
71,whatever it is iaf worked to reelect narendramodi that means sacrificing few of their own is ok it is similar to bjpindia instigating riots to get votes how long its going to take for common folks to understand evil of bjp ,1
72,disheartened to see bjp inducting narayan rane and his son and even giving him a ticket maharashtraelections bjpindia bjpmaharashtra narendramodi amitshah shivsena mudattack adarshscam disappointed badinfluencer,1
73,dear amitshah narendramodi is bjp a gangotri where people with all soof past join and come out as saint? stop taking such people into party or else supporters may loose faith in you bjpindia there is something called values bjp bjpmembership,1
74,dear amitshah narendramodi is bjp a gangotri where people with all soof past join and come out as saint? stop taking such people into party or else suppomay loose faith in you bjpindia there is something called values bjp bjpmembership,1
75,c hw a lady and two orphan children r deadly brutally beaten by bjp goons inside ranchi bjp office in front of laxmangiluwa all leaders of bjp why?narendramodi amitshah jpnadda dasraghubar laxmanmp bjpindia thehindu toiindianews incindia jharkhandpmc rssorg   ,1
76,he hired stupid pjkanojia who used to abused everyone towards hindu secondly see the image which he clearly says narendramodi is another godse fake profile that he ever worked for bjp ,1
77,how is narendramodi going to defend these corrupt incindia members now in bjpindia when their cases will be investigated? or is it actually true as alleged by opposition that whoever joins bjp automatically becomes clean hence no scrutiny? amitshah jpnadda rssorg ,1
78,bjpindia narendramodi supporters must watch continue chant jaisriram modihaitomumkinhai harmodighargharmodi lsmps r m bjp jdu n ljp out of in bihar even patnamayor is also m bjp out of mlas r m bjpp,1
79,expoban = onion prices < ₹/kg maharashtra = soon elections udhar anti corruption babble modi idhar mafia lasalgaon traders hold india hostage narendramodi or manmohansingh gov complicit bjp bjpindia congress incindia or powerless  ,1
80,please dont say u r joining bjp 🙏 narendramodi amitshah jpnadda bjpmaharashtra bjpindia he is not worthy of trust please dont entertain these gold diggers ,1
81,bjp krishna sagar rao exposes duplicity at jnu   bjpindia bjptelangana narendramodi pmoindia amitshah jpnadda blsanthosh drjitendrasingh krishnadas rammadhavbjp rajnathsingh satyakumary kishanreddybjp pmuralidharrao drlaxmanbjp raomlc,1
82,heartiest congratulations to dynamic learn n very effective shri sudhanshubjp ji a iitan and true appropriate decision best wishes from devender singh rathore vice president bjp jodhpur bjp india ,1
83,bjpindia narendramodi amitshah shivsenaas i am big follower of bjp but as i am living in maharashtra i appreciate aadhityathackeray apne dada ka man aur unke liye humara samman hai unke liye usko mat galat sabit karna hinduhirdaysamratbalashabe ,1
84,kcr confidential meeting with modinarendramodi must watch on t toriginal bjpindia amitshah trspartyonline bjp modi trs trsvsmodi notfairmodiji  ,1
85,tug of war between bjpbjpindia vs shivasena in maharashtra assembly elections must watch on t toriginal narendramodi bjp shivasena notfairmodiji modi maharashtraelections  ,1
86,bjpindia srcs union ministers sh sadanandagowda and sh ravishankarprasad are very unpopular even within bjp circles narendramodi pmoindia jpnadda blsanthosh dhanyarajendran umasudhir ctravibjp nistula ,1
87,bjpindia srcs even with bjp displeasure is growing about the way law justice ministry is functioning and sh rsprasad performance narendramodi pmoindia jpnadda blsanthosh dhanyarajendran umasudhir ctravibjp nistula ,1
88,bjptelangana bjpindia srcs rss karyakarthas are unhappy with bjp leadership running after actor/actresses appeal instead of highlighting performance narendramodi pmoindia jpnadda blsanthosh dhanyarajendran umasudhir ctravibjp nistula ,1
89,bjptelangana bjpindia srcs even hardcore bjp supporters against inducting actress vijayashanthi who lost her appeal many years back narendramodi pmoindia jpnadda blsanthosh dhanyarajendran umasudhir ctravibjp nistula ,1
90,bjp=congress bjpkarnataka nalinkateel jpnadda bjpindia narendramodi amitshah the party that you built with your hard work can go down the drain with stupid and delayed decisions on the top such mps  ,1
91,bjp rss bjpindia narendramodi now you dont find anything derogatory here akshaykumar why cant you make such names with other religions aishabomb hindu hindutva hinduism shivsena shivsena  ,1
92,pmmodi pays tribute to mahatmagandhi lalbahadurshastri on their birth anniversary modi gandhiat gandhiabovepolitics lalbahadurshastrijayanti bjp veblr swachhatahiseva pmoindia narendramodi bjpindia  ,1
93,so ghulamnazad and ahmedpatel is not even expecting anything from incharyana only going for seats bjp has given them a strong reason to cry bjpharyana haryanaelections subhashbrala bjpharyana narendramodi bjpindia mlkhattar ,1
94,amitshah ji again i reiterate take natha bhau to center give him big responsibility in maharashtra some leader have insecurities for honest leader like eknath ji🙏 narendramodi bjpmaharashtra ranjitpatilmos devfadnavis most insecure chief ,1
95,gandhi just a mask a facade for the fascist hindutva engulfed modi hindu govt rss bjp narendramodi bjpindia gandhiat,1
96,this is the kind of bhaktchodhi that bjp spreads previously the world used to hear hindu and think about culture yoga holi meditation etc now you say hindu and they hear mob lynching killing over beef religious extremism cow cowshit cow urine urbanbhaktchod,1
97,pmoindia narendramodi bjp bjpindia gurugrambjp sleepingmedia biasedmedia fakemedia republic ndtv incindia as opposition is also fighting for power not for people we are in shit ,1
98,narendramodi ji it brings me very saddened to hear about negativity by our people on your move and injustice to karnataka in not releasing flood relief fund i am an ardent follower of rss and bjp since my childhood look for your suppobjpindia c,1
99,army ration canceled what is this modinarendramodi sir? must watch on t toriginal bjpindia amitshah bjp army gobackamitshah modigoback amitshah modi  ,1
100,bjp bjpjumlamanifest bjpitcell bjptrolls bjpbhakats same as we know about nazi hitler times how information was controlled here are channels and websites by saffronterror these are new faces of nationalism where self styled historians philosophers are preaching ,1
101,watch manojtiwarimp admitting that bjpindia shivsena officeofut authackeray rautsanjay rajthackeray hate purvanchali s and knowing this he joined the bjp just for power abandoned the purvanchali s slap on the face of narendramodi drmohanbhagwat amitshah ,1
102,pmoindia narendramodi bjpindia bjpkarnataka nalinkateel amitshah dirty politicians you dont even our remember karnataka double game primeminister and centralgovernment we kick you out bjp cheater bjp,1
103,party with difference bjpindia bjp bhajpa bhartiyjantaparty narendramodi ,1
104,supporters be like this after months of election bjp ghargharmodi bjpodisha bjpindia pinkypactor bhrugubjp mpoffice dpradhanbjp narendramodi amitshah ,1
105,shame this is shame for bjp and shame on all sold media nitingadkari narendramodi please pay tax before entering your own house u have taken years of ours paying tax and living under hitler mlkhattar our judiciary is also of no use shame shame,1
106,the complainant filed a complaint in trial couthat cases which were private complaints filed by one lawyer against cm were not mentioned in the affidavit of cm isupportdevendra bjpforunitedindia joinbjp bjpindia bjpmaharashtra narendramodi devfadnavis bjp ,1
107,bjpindia bjptripura may tripura forgive or forgot we didnt forget how a good minister sudiproybarman had been thrown out of cabinet by an incapable cm bjpbiplab i joined bjp fr narendramodi ji but i will leave bjp fr biplab,1
108,not this time 😊 wait till bjp gets majority in the rajyasabha🤣,1
109,wrestlers babita and yogeshwar given tickets by bjp in haryana elections bjp babitaphogat yogeshwardutt elections ticket haryanaelections prakashakmedia bjpindia narendramodi amitshah babitaphogat duttyogi bjpharyana  ,1
110,north karnataka which elected all its mps from bjpindia is suffering now i dont know y narendramodi amitshah are ignoring not even a single response from them i think dr swamy its time for u to enter coz no one in bjp has spine to talk against them karnatakafloods,1
111,do not vote for bjp they are making gurgaon another kashmir by doing this dictatorship developnewggn mlkhattar narendramodi nitingadkari bjpindia bjpharyana,1
112,unemployment in india ?what is the sentiment of modinarendramodi? must watch on t toriginal bjpindia unemployment india modi modihitler amitshah bjp  ,1
113,bjp leader rajeshwar singh says islam and christianity will be finished in india by narendramodi and rss are big threats for world peace pmoindia and bjpindia are terrorists unga europe christian,1
114,smritiirani where are you when there was little increase in gas prices you came on road now when depositors of pmcbank own money freezed by rbi there is no assurance from any bjp leader including nsitharaman to return their money we want justi,1
115,🙏🏼🙏🏼💪🏻 hopefully corruption at lowest levels of government machinery especially in states ruled by bjp is removed,1
116,its been months since karnataka had floods not even a single tweet from your side no relief fund now you are showing concern only about bihar floods we have given mps from karnataka we are ashamed to call ourselves as bjp members bjpkarnataka bjpindia,1
117,we consider that bjp as mostly a party which favours hindus but it justifies its point by saying that all people living in hindustan are hindus sarejahanseachha jaihind🇮🇳 narendramodi sambitswaraj bjpindia,1
118,pmoindia narendramodi ministerktr telanganadgp inctelangana indiangovernment no one want to take action on preventing flooding city roads but our government can implement fines increment in no time safety is also matters sometimes bjpindia,1
119,swach bharat relay cleanathon vision of shri narendra modi ji for a clean nation redifined swachhbharat sevasaptah namo bjp details here  ,1
120,amitshah bjpindia nation anguage drmohanbhagwat rssorg nation religion hindurastra after few days bjpindia rssorg nation party bjp nation pm narendramodi dictatorship fuckbjp fuckhindurashtra fuckonenationonelanguage asadowais,1
121,in the history of bjp faridabad nit has gave the ticket to such a wrong candidate will surely lost the battle candidate have the ticket of bjp from faridabad nit has already make it a backward city strongly disappointed narendramodi amitshah bjpindia bjpdelhi  ,1
122,whats the point of conducting aiims exam when contract based nurses are getting % muft mein ?? thats why deserving one arent getting dr due on what basis u fulfilled this pathetic demand ?? n ewa is a scam too bjp is a fraud narendramodi,1
123,people of india want to see a clean and sharp bjp with zero tolerance mode on corruption they do not want to see a large gathering of opposition leaders in bjp please try to understand bjpindia narendramodi amitshah nsitharaman bjpbengal rsprasad piyushgoyal rssorg,1
124,india under economy crisis pmcbankcrisis no bjp leader came forward to assurance depositors to safe guard their money? we want our money back pmoindia ijm modiinhouston ,1
125,vegetable vendor’s son vijay rajbhar is bjp candidate in up bypoll bjp vijayrajbhar upbypoll vegetablevendor ghosiassembly bihar bjplive bjpdelhi bjpindia ghosia vijayrajbhar upadhyaysbjp narendramodi bbcbreaking bbchindi  ,1
126,swach bharat relay cleanathon vision of shri narendra modi ji for a clean nation redifined swachhbharat sevasaptah namo bjp details here  ,1
127,you please keep quiet you are having a team of fraud and corrupt auditors so tell everyone to withdraw all money from banks it will be a huge inflation now you words are useless you are bjp dalals it is our hard earned money not earned by frauds narendramodi bjpindia,1
128,   the true meaning of hinduism not what is preached by the bjp and rsshindutvaterror rss narendramodi pmmodiin and imrankhan pakarmy kashmir kashmirbleeds,1
129, bjpindia on march this year when bjp leaders met for a cec meeting they were served with plasticfreeindia water bottles swachhbharat plasticban narendramodi modi amitshah trickcapital  ,1
130,watch live pm narendramodi interacting with young innovators at the singaporeindiahackathon punjabkesari bjpindia amitshah bjp narendramodi  ,1
131,you need meaning of fascism? related with narendramodi and tadipar amitshah ? bjpindia came on power and cbi nia free all saffronterrorists ? hmoindia never spoke on moblynching minorities oppressed bjp minister claiming supremecourtofindia compromised,1
132,pm modi ji your party should give a clearification on this tweet and this person who is a member of bjp he insulted great leaders like gandhi ji nehru ji and rajiv jimany times sir kindly take some action against him narendramodi bjpindia incindia priyankagandhi  ,1
133,shame on bjp leaders who call themselves young dynamic digital rbi nsitharaman have made life of depositors of pmcbank hell by freezing their hard earn money and there is no assurance to refund our money ijm un uninindia unicef pmoindia srisri rsprasad,1
134,pak avoids india’s questions on terror links in response to imran khan’s speech pakistan imrankhan un unmission bjp rss radiopakistan pidgov un unwomen bjplive bjpindia rssorg unmissionlocale imrankhanpti narendramodi pmoindia bbc  ,1
135,dear narendramodi how much more signs do you need to understand that you are not welcome here in the south? pmoindia bjpindia bjptamilnadu gobackmodi bjp  ,1
136,haryana deserve clean political affiliations with this logic we may soon expect relatives of lalu mulayam mayawati n chautala to be contesting as bjp candidates narendramodi amitshah mlkhattar rssorg bjpindia aniljaindr sureshbhattbjp haryanaassemblyelections  ,1
137,naveen goyal is a real hero and deserving candidate for gurugram constituancy we wish happy navratre and may naveen bhai get bjp ticket naveengoyalbjp narendramodi bjpindia,1
138,the delusionaldravidian rss rape their way through india 👇 modi’s bjp hindutva hindustan a nation of rapists a lynchnation of desperate frustrated men who prey on women go and build some toilets so your women are safe ,1
139,time for shivsena authackeray to act wisely and play their cards bjp looks beautiful at centre maharashtra needs regional party to handle political affair devfadnavis has failed in his governance where a year old hindu guy was murdered in broad day light priyankac,1
140,attacks in india on women by state india is the most dangerous country in the world for tourists women why? bjp ministers call for rape the frustrated men of rss sanghi behave like barbaric animals rape rapistan ,1
141,well said sona this could have been avoided by bjpindia bjpdelhi reminiscing tn political culture where shows and celebrations mark for anything and everything to please the political masters narendramodi did not expect you to accept this and tweet bjp,1
142,nothing to worry much even if they held against the process it will be corrected by namo and his team bjp is very much capable than ever before so absolutely no need to worry narendramodi amitshah bjpindia articlerevoked  ,1
143,nothing to worry much even if they held against the process it will be corrected by namo and team bjp is very much capable than ever before so absolutely no need to worry narendramodi amitshah bjpindia articlerevoked  ,1
144,bro you are gone amitshah bjp is going to contest alone in punjab elections and they are going to win it you’re days are over bro bjp zindabad amitshah bjpindia,1
145,what to do when you dont have any new constructive polices? use vague phrases like man samman historic visit world leadership etc classic narendramodi bjpindia tactic modi bjp modimadeeconomiccrisis  ,1
146,bjpindia amitshah narendramodi you have lost the credibility never come to our state and we no need your support we will take care of victims of northkarnataka there wont be bjp in south india ,1
147,grand reception of prime minister narendra modi on his arrival at air force stationpalam from his unprecedented visit to the usa narendramodi pmoindia bjpindia potus realdonaldtrump modi narendramodi bjp ,1
148,devfadnavis bjpmaharashtra bjp can win maharashtra elections on its own you dont need to collition with opportunist shivsena who always backstab you mainbhichowkidar modihaitomumkimhai narendramodi amitshah bjpindia tajinderbagga ising,1
149,this is just the thing i don’t like about bjp,1
150, farmers of buldhana district have benefited from magel tyala shetale scheme it has helped them take more crops annually resulting in improved income bjpindia bjpmaharashtra narendramodi devfadnavis girishdmahajan bjp development irrigation agriculture farm ,1
151,bjp propaganda of welcoming modi back after unga unga at delhi is like an ugly failure being given a make up howdymodi failed modiatunga was very weak now drama of welcoming by bjp narendramodi all this organized by bjpindia marks your failure,1
152,modinarendramodi clean bowled on worldtourismday must watch on t toriginal bjpindia amitshah bjp modi modicreateshistory  ,1
153,bjp media statement on pm narendramodi speech at unga telugu bjpindia bjptelangana narendramodi pmoindia amitshah jpnadda blsanthosh drjitendrasingh krishnadas rammadhavbjp rajnathsingh satyakumary kishanreddybjp pmuralidharrao drlaxmanbjp raomlc ,1
154,i invite you all to attend jan jagaran abhiyaan on sep in mahabubnagarts hon’ble mos prupala ji to attend as chief guest abrogation of article a historic move by bjpindia pm narendramodi ji hm amitshah ji bjp jammuandkashmir modi ,1
155,modi thanks badharghat hamirpur for placing their faith in bjpindia bjp bjpindia narendramodi yuvrajsingh uttarpradesh bjplive bjpindia bjpup narendramodi pmoindia yuvstrong amitshah bjpshivpshukla bbcbreaking bbchindi bbc  ,1
156,we suppoand stand with our legendary pm modi ji father of india we proud on you bjp,1
157,road worth rs lakhs built in malkapur assembly constituency during through cheif minister gram sadak yojna mmgsy bjpindia bjpmaharashtra narendramodi devfadnavis chdadapatil development bjp punhafadanvis aplesarkar goodgovernance ,1
158,bjp has nothing to do with aiadmk at tamilnadu bjp can contest alone without knowing the +ve ve factors contesting with an alliance either with dmk/admk will never help state leadership post still kept vacant bjptamilnadu amitshah narendramodi bjpindia,1
159,looks like bjp is the catalyst for erasing hinduism from bharat india non hindu cms doing it at faster speed amitshah narendramodi,1
160,lakh customers of pmcbank are suffering at the moment lakh indians and yet no words from the bjp about the crisis they are facing really sad ,1
161,disappointed bjpindia pmoindia narendramodi amitshah bjplive incometaxindia ed sharadpawar bjp india narendramodi blackmoney  ,1
162,govt is more into money votebank rather then females more specifically the bjpindia govt who supports rapistsmurderers every criminals narendramodi amitshah are criminals of kashmir betibachaobetikarapekro is the new slogan by bjp fuckbjp  ,1
163,bjpindia should contest elections in kerala as bjp and not as a coalition sure will win more seats or increase the vote share amitshah ji jpnadda ji narendramodi ji ,1
164,why tnpeoples avoiding bjp ? all tn bjp sangis sharing only fakenews first of all remove all these fraud persons from bjp else in tamilnadu bjp never grow in drainage itself nitingadkari amitshah narendramodi bjpindia bjpforunitedindia sgurumurthy swamy ,1
165,nsitharaman kiritsomaiya look at this mess bjpindia created will you take responsibility? rbi what are you doing? pmcbankcrisis bjp,1
