,text,label
111,modi desh chalane main fail?,1
112,namo namo?,1
113,just only win the modi he is doing a lot for our nation ,1
114,we r very lucky to have such a pm? modi,1
115,modi is best?,1
116, god bless my beloved nation and god save my beloved nation from bjp?,1
117,pm modi is a super hero of india and it is better if he becomes pm again.?,1
118,no chance modi next time in india.,1
119,modi will be back...?,1
120,modi never win mp seats in ?,1
121,modi wont win election?,1
122,modi really?????? most stupid pm in the world by google.. no india?,1
123,all over the world r praising modi.,1
124,no doubt people chanting modi... modi....one and only modi.?,1
125,modiji is victory in next parliament election.. seats..?,1
126,modi victory on the way?,1
127,bjp alone will cross mark congress will wiped out that is certain.?,1
128,greatest and dearest modiji should win more + seats in lokshabha election in .?,1
129,only just bjp party?,1
130,jai bjp nda + next pm modi?,1
131,sri modiji can only save india.?,1
132,bjp dividing indians by religion politics?,1
133,i am never going to vote for congress .,1
134, only bjp with namo ???,1
135,hopefully modi and his goons will be wiped off in may?,1
136,of course modiji?,1
137,rahul only?,1
138, rahul will never be indias pm. ,1
139,bjp paid channel...?,1
140,master blaster modi definitely makes final outcome in favour of bjp + alliance n independents total . long live great bharat.?,1
141, more years for modi our children will have better future.?,1
142,congress will get less than ls seats?,1
143,modi ji wil win pm for more den years?,1
144,all peoples vote modi?,1
145,modiji jindabad he will win?,1
146,modi will win comfortably.?,1
147,modi is hardworking honest and world ranked greatest leader. ,1
148,modi is god father of you all.,1
149,priyanka gandhi ko pm banao?,1
150,rahul rahul rahul?,1
151, congress year?,1
152,if modi comes again all indian citizens future is gone?,1
153,modi’s win is india’s win,1
154,who r those pathetic idiots who still vote for congress??,1
155,india with modi i am with the selfless worker modi ji... namoagain?,1
156, bjp will get majority in rajya sabha in to pass these reforms so vote support bjp.?,1
157,modi is a very experienced and senior politician with more than a decade as cm of gujarat and full five years as pm.,1
158,never seen a more capable leader like modi ji in current times.?,1
159,... n many... i very much satiesfied pm...proud of my pm... i will vote for bjp?,1
160,only modi only development ???????,1
161,modi is a great leader tough on himself and organized?,1
162,my vote to modi to save india.?,1
163,no words for modi he is true leader india got today long live iron man?,1
164,fuck you modi will lose?,1
165,modiji works for india tirelessly.?,1
166,undoubtedly modiji will win?,1
167,our modi ji sir wil win election?,1
168,modi .....he is the best. i am a son of farmer........congress dont make farmer fool.?,1
169,,1
170,congress of .. corruption with country?,1
171,the congress will win surely..?,1
172,nda will return with the bang.?,1
173,modi again love from tamilnadu ???,1
174,only naredra modiji have vision for future india and no other politians like congress and others?,1
175,we vote to bjp leaders. ,1
176,come back modi ?,1
177,modi the best pm. he will be again as pm..?,1
178,congress only?,1
179,only modi will win?,1
180,namo again.....?,1
181,modi is best......ever?,1
182,ab ki baar rahul sarkaar?,1
183,modiji..again...now india is in a good track under ndas leadership?,1
184,modi once more?,1
185,modi is great leader but congress is the best for india?,1
186,only modi ji next pm . ???? ??? ??? ??,1
187,only modi is best?,1
188,modi next pm?,1
189,modi tsunami comming?,1
190,modi the bloody murderer....?,1
191,if at all modi doesnt win this country is not a better place for me to live.,1
192,modi ji you are the best . elections won by modi ,1
193,modi will not win again ..?,1
194,modi is a popular leader ,1
195,congress will win win seats only. all are wait and see.?,1
196,modiiiiiiiiiii onlyyyyyyy?,1
197,modi is the good leader and best ruler?,1
198,times now bjp?,1
199,modi again?,1
200,please vote modi... modi is indias greatest prime minister... love from the uk?,1
201,modi is the most failed pm?,1
202,next indian pradhan mandri rahul gandhi. modiji bye bye.?,1
203,ironically i love modi because so far because he is able to hold mandir from rss and keeping our beloved country secular and wise while keeping the progress rolling.?,1
204,modi ji only save india?,1
205,jai narendra modi next prime minister narendra modi jai hind namo brigade.?,1
206,rahul is great?,1
207,ls me pm srf my best choice pm narendra modi?,1
208,modi is the best pm in this world ....... but we indians proved we are fools,1
209,congress ?????,1
210,next pm rahul gandhi sir?,1
211,world top pm narandra modi,1
212,bjp will lose more than + seats in next election.?,1
213,modiji will loose election if he ban pubg?,1
214,the one and only namo should win more than seats in lokshabha election should be the eternal prime minister of india.?,1
215,my support only for bjp... next pm modi ji?,1
216,bjp forever ?,1
217,congress ko seat akela milega?,1
218,modi will be continued pm in next election.....?,1
219,exit poll shows congress in ?,1
220,next pm rahul gandhi?,1
221,may be next pm rahul ji?,1
222, bjp +?,1
223,no more modi faku....only congress ,1
224,upa win next election?,1
225,vote bjp save nation bcz anti nation power unite against modi?,1
226,rahul is best future pm?,1
227,hopping to see bjp ?,1
228,modi shoul not come back?,1
229,modi is good pm india?,1
230,congratulations only for bjp?,1
231,mera vote modi ko?,1
232,modi again is better for us?,1
233,bjp hi jitega me?,1
234,congress win ???,1
235,modi will come in power once again. vande mataram?,1
236,congress will win win clear majority. your calculations will not help.?,1
237,modiiji and bjp forever forever forever?,1
238,its clearly shows ur paid from bjp ur news is in full favore of bjp?,1
239,if india has to rise in economy to rd in world modi is only the choice as pm?,1
240,modi only modi?,1
241,this time bjp starting is finish?,1
242,my vote goes for modi pure moholle ke saath,1
243,congress is a terrorist party,1
244,no vote for paapu....only narendra modi ji?,1
245,next time upa is going to form government?,1
246,rahul ji next pm?,1
247, is also pm modi?,1
248,if modi does not be pm in then indias luck is bad?,1
249, mein modi ji phir se pm honge.?,1
250,abki bar modi sarkar ?,1
251, me modi?,1
252, no modi?,1
253,modi sir best pm?,1
254,worst pm ever in indian history modi?,1
255,nda will not cross more than seats?,1
256,coming in modi ji?,1
257,he is brainwashing us congress will win?,1
258,rahul should not even be on a stage how the hell can he contest ????????,1
259,if congress will come to power it will be a national security threat.. so we much give one more chance to bjp. so vote for bjp?,1
260,why should i vote for bjp?,1
261,modji again n again?,1
262,alliance or no alliance all the chor parties will be demolished in by mighty modi sarkar ..?,1
263,strong india under bjp..,1
264,,1
265,modi and bjp is the only one that will save india ?,1
266,congress will win ?,1
267,bjp lose up,1
268,the discomfort is because of chaos caused by bjp creating rifts in society?,1
269,for election modi is best pm all thief protests pm modi?,1
270,all patriots must back bjp?,1
271,truth is you already lost the game with bjp?,1
272,india under rahul gandhi will become a failed state. it is a terrible nightmare.?,1
273,i voted for modi...for his promises....but now i come to know that its his habbit to lie...so somewhat depressed now ?????,1
274,once we should try rahul,1
275,there is no need of rahul gandhi as pm. but we cant afford modis experiments once more.?,1
276,arvind is the only option. and for the best a post product who understands india better.,1
277,pappu as pm wld be disastrous,1
278,aap will form the next govt people are sick of these old parties.?,1
279,i will vote for modi best pm till date?,1
280,arvind is worst guy i never seen a leader like pm modi in my life i will vote pm modi in ?,1
281, modi is the worst pm till date at least in india.?,1
282,pm modi is well accepted all over and he is rightfully taking center stage and he will win with single largest party bjp?,1
283,the house of justice × india =modi?,1
284,sashi tharoor next pm?,1
285,rahul is no match for modi. he knows nothing about politics. being born in gandhi family is no certificate to rule india.?,1
286,modi must go. the worst pm ever.?,1
287,modi will come back.?,1
288,we need a new prime minister who will deliver its promise. on the contrary mr modi only advertise its promise.?,1
289,am i biased? i think bjp will win more seats than ?,1
290,undr estmating rahul may bring bjp in truble?,1
291,ndtv’s dream of pappu as pm in will not come true. they can try in .,1
292,modi deserves one more tenure and raga will take time in learning. he is still ???,1
293,,1
294,if not modi then who else. i dont have confidence in other clowns of indian politics.?,1
295,no need bjp ?,1
296,people may vote for aap kejriwal govt at centre for their honesty,1
297,modi will go with + seats dreaming is good ...?,1
298,only modi will be the pm no chance for others.?,1
299,its not wide open modi wud come again as there is no leader like him...?,1
300,the modis bjp wont win more than lok sabha seat.?,1
301,i think our leader lalu yadav will become pm...?,1
302,modi gone rahul gandhi pm ?,1
303,feku this time will go because of pakode and jumla?,1
304,any dog is better than modi,1
305,modi is rare personality phenomenon with dignified vision and wisdom. ,1
306,modi is more fundamentalist than vaypayee. ,1
307,pappu is never going to win?,1
308,ill vote for modi again.?,1
309,we want an action man...like modi?,1
310,nda sets coungs+ seats thirdfrount seats?,1
311,our like is modi?,1
312,modi all india ok?,1
313,we dont need arrogant pm. no bjp?,1
314,congress zindabad. rahul gandhi next pm?,1
315,why didnt they announce the winner already i.e. bjp ?????,1
316,bye bye bjp at last huh?,1
317,i ll never ever vote for bjp?,1
318,bjp will win with massive numbers of vote on this election. my prediction.?,1
319,again modi thumbs up?,1
320,rahul is such an irresponsible leader..saw his latest tweet and think about himm...?,1
321,modi i was waiting for the day since + people died during demonetisation. you shall face the consequences now....????,1
322,you assume yourself so begam. truth is you already lost the game with bjp?,1
323,for better future for our nation nda should come back again to lead the nation?,1
324,jai bjp sena?,1
325,again again in n.m?,1
326,all modi supporter make sure you vote him in upcoming loksabha election ??,1
327,bjp in north east. sorry no more. they just bark.,1
328,the shameless bjp representatives in such debates will always be in a denial mode. the fact is they promised the moon and delivered us trash.?,1
329,modi is the nemesis of india?,1
330,we dont want modi a lier?,1
331,if bjp comes to power again in lets leave for sri lanka???,1
332,the only development the bjp hasshown so far is the development of hindu taliban and terror?,1
333,bjp will definitely go /vanish from all states before general election.,1
334,.if jumlabaj had campaigned more ...then bjp would have lost miserably.....?,1
335,pappus win seems inevitable in most of these state assembly elections....?,1
336, modis transformation from god to chor will see shocking results.,1
337,send feku in somalia?,1
338,bjp is paying price for its arrogance against anti people policies?,1
339, bjp mukt bharat will be the solution then.?,1
340,modi is going to win ?,1
341,congress will come ,1
342,bye bye bjp....from south india?,1
343,rahul gandhi is better than modi?,1
344,evergreen congrace . congrace zindabad.?,1
345,pappu is not my pm?,1
346,only modi modi modi modi modi modi modi ?,1
347,my vote bjp only?,1
348,i vote for bjp only.?,1
349,bjp will win but modiji needs to do so much still more main things?,1
350,b.j.p will be gain absolutely majority of the party in indian history next election .???,1
351,modi till ?,1
352,modi must win..congress allowed one million rohingya enter india..congress is worse?,1
353,welcome congress?,1
354,jai bheem jai bjp and modi congress is connfused like pappu?,1
355,vote for pm modi for shaktishali bharat????????????,1
356,there is no other alternative of narendra modi in this country. he will remain pm of india for next term. ,1
357,rahul is win lok sabha elections not seats nda seats others sewts?,1
358, yrs congress chutiya no profit only bomb blast modi till ?,1
359,jai hindustan jai modi?,1
360,jai hind jai bharth jai ho modiji +?,1
361,nice nice pm modi ji?,1
362,walcome to modi ji nda?,1
363,some people commented bjp paid chennal .... so you people think you are clever and the external agencies rank is fake...?,1
364,bjp should win because rahul gandhi ki coalition weak hogi...ek sal bhi nahi tikegi?,1
365,bjp is the party that can save india?,1
366,i like only narendra modi i dont like congress and congress is a too clavier.?,1
367,bjp will should be win and congress should be away from power at least another years.?,1
368,modi for next yrs or ind again go back yrs?,1
369,come back congress and save my india from the satanic party?,1
370,bjp will win... because congressothers fow of india. now bjp best for india.?,1
371,bjp channel fake news congress will come in ?,1
372,bjp will be crushed below ?? seats?,1
373,modi come back in no doubt. ,1
374,may god help congress to win election amen,1
375,now the only political hero definitely he in mpelection.?,1
376,bjp must win parliament elections.,1
377,jai rahul jai congress?,1
378,bjp has impacted positively in many tamil youngsters recently..?,1
379,only bjp can do major work which can take decisions in nation favour.?,1
380,we want modi to become pm at least next terms we do not want any jokers to rule this country?,1
381,???? narendra modi will be pm upto year ..????,1
382,modi will be crown again at ..?,1
383,bjp will going to form government with huge majority?,1
384,i love my indian p.m modiji?,1
385,bjp will definitely win in election with highest seats compare to last time?,1
386, seats for the bjp.?,1
387,narendra modi our next prime minister?,1
388,rahul is not capable for any post,1
389,modij government only should win the people of bharath should vote for the bjp only modij is the only person who can take the country forward and a super power?,1
390,yes. modiji should come again. he can only save india. jai hind.?,1
391,indira nd.... most welcome... priyankaji... ???????? next pm rahul zindabad???????????????????????? jai congress...... ?????????????? jai congress...... ?????,1
392,congress will win ?,1
393,if bjp wins india will no economic in world all indians features will brighter?,1
394,only media focus bjp modi . but people thinking no modi no bjp,1
395,modi is better option even in elections..... rahul still seem immature and congress has no credibility in public even now....?,1
396,upcoming lok shabha election may bjp cant get digit. modi will be retired from politics?,1
397,modi will be back with full majority?,1
398,modi all ways dayring dashing politician?,1
399,congress should contest in pakistan . more fans in pakistan .?,1
400,modi should pm in ?,1
401, nda will not get more than + ???,1
402,congress full of scams ???,1
403,modiji will win truth is with him if congress come again india will spoil because of congress. god please save india we want modiji again our pm. savithri ,1
404,my vote deserve only bjp.?,1
405,best pm only modi ji zinda bad?,1
406,one thing is clear only bjp can lead our nation peacefully modiji great prime minister strong and bold non corrupt?,1
407,modi hataavooo ... save nation ...waste fellow modi?,1
408,there is no doubt that modi will come to power in . sexy news anchor who broadcasts this news also can be mp if she contests against pappu.?,1
409,nda score less than seat in general election and mr. rahil will become the pm?,1
410,% modi ji one man army..?,1
411,my vote bjp only?,1
412,bjp provide no jobs only provide cow protectors only.?,1
413,congress have done nothing to india since independence,1
414,modi should go to gujarat and play dadia or sell tea?,1
415,nda win the ?,1
416,even after so many tough decisions taken by modiji still he is winning?,1
417,rahul ji seet all india wen?,1
418,modi did not do anything .,1
419,i appeal to every indian guys to give vote for bjp as and you all keep in mind that modiji is best pm and we must bring him back.,1
420,bjp itself will form a clear majority. modi is the only man which can lead india?,1
421,congresss anty india party hai?,1
422,congress only win win + seats. bjp win + seats others seats?,1
423,modi deserve second term ....uske bad socha jayega?,1
424,send rahul and sonia back to italy and robert in jail .?,1
425,we need pm modi back?,1
426, pm modi is the best for integritystability and to make in india important globally.?,1
427,fake news congress will win ragah next pm.?,1
428,fake poll by abp modi is loosing ground not getting into ur brains.?,1
429,rahul gandhi next pm?,1
430,people will come together to defeat upa?,1
431,i am going with modi ....?,1
432,modiji should win he is sincere pm ever.?,1
433,congress will win..all paid news..bjp will be no where?,1
434,this is fake channel ..spreading lies that modi will win?,1
435,congress pokistan party hai?,1
436,no chance of bjp only they will get ?,1
437,congress comes pakistan will come and make bomb blast everyday?,1
438,bjp should be given a break.?,1
439,modi fail in elction?,1
440,modiji is the future of india.?,1
441,no one beat my pm modi?,1
442,modi is the next time pm also without any iota of doubt...?,1
443,modi will win dont worry?,1
444,no body can touch modi ji?,1
445,only agenda gathbandhan has....is to make modi loose.....no other agenda what a joke...still people want rahul gandhi as pm...what a shame?,1
446,vote bjp if you want development congress if you want to drown,1
447,i trust bjp?,1
448,i appreciate bjp better?,1
449,last ten years the same upa looted the country.?,1
450,people who r in favour of progessing india plz vote modiji if unfortunately this thagbandan or this pappu wins then again india turns back towards failure?,1
451,modiji for and ?.....?,1
452,whoever says rahul could be pm has the brain of a mouse. rahul is completely useless.?,1
453,it will be a disaster if modi loses?,1
454,nda will be limited to less than ,1
455,there is only leader that is pm modi?,1
456,congresss pakistani agent hai?,1
457,bjp paid chenal?,1
458,only modi best pm for india rahul gandhi terrorist hai?,1
459,my country should surge ahead and should be no. in the world. only modiji and bjp can do this.?,1
460,nobody save this country except modi...we want modi as p.m till his life long.?,1
461,great modi... great india...... ?,1
462,bjp loss?,1
463,,1
464,modi god of the india?,1
465,if congress come muslims will rule so vote for bjp?,1
466,dont make propaganda...nda is not going to return to power...?,1
467,dont support nda government .?,1
468,should return and hope the nda returns. what mr modi government has done in four and half years no other prime minister has done in india till date.,1
469,congress best party?,1
470,congress zindabad congress zindabad congress zindabad congress zindabad congress zindabad congress zindabad?,1
471,to save our country we have to vote bjp and make modiji prime minister again and again.?,1
472,rahul gandhi is garbage and in shock and heavily drinking imran khan mutra?,1
473,modi all the way?,1
474,if you want to turn india to syiathen vote for congress. if you want to save indiashow your patriotism and vote for bjp.?,1
475,bjp playing with indian emotions,1
476,we want not peace we want modi. ..,1
477,amit shah please put all your efforts to win .....?,1
478,jai hindu jai narendra modi jai amit shah. next prime minister narendra modi?,1
479,bjp will vin + seats in ls election. because of good governance by modiji. ,1
480,bjp in ?,1
481,bjp will loose because they are all fake buying news reporteranjana om kashyab sudhir vinod mishra helping top tier businessman,1
482,bjp may not get two digits in loksabha elections. ,1
483,amit shah fat guy is a murderer criminal cheater but cant win election. this stupid knows how to hack evm?,1
484,make shashi tharoor the candidate for congress and ill vote without hesitation.,1
485,congress is best .... modi destroy media haters .... same as like adlof hitler in germany?,1
486,although supported and elected by hindus bjp has failed to uphold the values of hindus.,1
487,congres is tha best rahul gandi is the great?,1
488,congress win the all india we love rahul bhaiya?,1
489, modi ji?,1
490,next pm sidhu g. insha allah?,1
491,well done congrats for congress zindabad?,1
492,congress will come in power?,1
493,bjp spreaded hate against congress across the country instead of focussing on major problems of india.?,1
494,i had already predicted the defeat of bjp this was bound to happen?,1
495,if government allows me to vote... i will vote all votes of my life to bjp?,1
496,what a joke modi bjp?,1
497, rahul= modi?,1
498,i want modi to win elections.,1
499,cant even imagine congress return to power in .. god must save this country..?,1
500,godfather of all politician..shree ho..?,1
501,yesssss congress zinda baat ..?,1
502,abkibar congress sarkar?,1
503,only bjp should win more than seats in lokshabha election ,1
504,will vote for bjp in ?,1
505,bjp will not cross more than only states party will rule?,1
506,bjp will get majority?,1
507,only bjp....namo again?,1
508,next pm rahul zindabad????????????????????????,1
509,% upa united progressive alliance will come?,1
510,modi will loose and we will have a new pm?,1
511,nda is hope?,1
512,modi is great full mandate milega?,1
513,still great danger that bjp could come to power after the disasters of demonetization gst aadhar card etc. ,1
514,modi is the best ,1
515,bjp will form gov once again?,1
516,modi hero?,1
517,modi ji will be also win in election . with gets majority.+?,1
518,bjp will get seats because they talked a lot but delivered virtually nothing.?,1
519,,1
520,modi cant win without cheating?,1
521,next pm rahul gandhi ji?,1
522,neither modi ji not rahul in third front pm candidate sharad pawar/ mamta banarji?,1
523,jay congress rahul baba hamara?,1
524,this survey proves people of india are not happy with bjp nda?,1
525,shame...illiterate party is bjp....almost all are illiterates?,1
526,narendra modi popular will not work in .. because each every individuals personally affected his poor governance...?,1
527,modi will win in with more than % of all votes cast in entire india.?,1
528,come back congress and save my india from this satanic party?,1
529, if congress take power there goes our growth path?,1
530,rahul gandhi zindabad congress party zindabad pilot zindabad in rajasthan scindia in mp zindabad chhatishgarh congress party zindabad.?,1
531,yes i dont believe in any other govt but on modi ji bjp?,1
532,bjp murdabad..?,1
533,raga will defeat namo in ?,1
534,only çongress can rule india well?,1
535,terrorist party hai congress never come again modi again ?,1
536,bjp will win all the states with great margin. all exit poll results will be proved wrong. corrupt scam party will not win any election in future.?,1
537,modi and bjp will fail miserably unless evm is not tempered. peoples mood is against bjp.?,1
538,nice too view next is modi.. no one having ability to beat him?????,1
539,we want modi ji as p. m. again n again...?,1
540,here look that bjp is only a great and good party ?? vote for bjp,1
541,modi will cry soon?????,1
542,first let modi to complete his inaugurations. bjp rss knows date in advance coffin for feku is ready?,1
543,bye bye .feku?,1
544,say no to modi bjp at ?,1
545,feku preparing to mess up evms?,1
546,vote congress?,1
547,dont vote for congress and save india....?,1
548,modi fekuuuuu u tym is over we want our real india cultured india beautiful india back ???,1
549,namo again..modi +++?????,1
550,as i am new to politics am just . though modi lies but i have seen development of my area in his rule . congress never developed my area .?,1
551,bro exercise your voting right in elections and vote for modi and make sure that he becomes the pm once again youll see the development in near future it takes time to implement change in a populous country like ,1
552,.i am voting bjp this time,1
553,we support modi not bjp for developing india,1
554,bjp ..will win with a clear majoritymission..+?,1
555,modi will win . bjp will win more than seat?,1
556,modi magic is weaker finally realized the false promise of modi,1
557,for nation we have to choose modi?,1
558,congress all the way???,1
559,modiji plus and congress zero?,1
560,in assam no assamese will vote for fraud bjp because they are trying to bring bangladeshi hindu.?,1
561,bjp government will be win in it is in writing no sp no bsp?,1
562,namo effect bas namo namo namo namo namo?,1
563,bjp will lose ?,1
564,nobody in india is to be compared with modiji that is well known to everybody of india.?,1
565,vote for congress means vote for pakistan because pakistan desperately want congress come to power.?,1
566,bjp win challenge u india tv?,1
567,money make anything but nowadays most part of india people realised bjp failure?,1
568,only modi ji?,1
569,we want educated pm not chai wala?,1
570,only congress only rahul ji?,1
571,nda will win ls?,1
572,if modiji.. loses in election ....it would be a nation loss.....never miss modiji...?,1
573,i am congressi ....but after % quota ...i am voting bjp this time?,1
574,bjp will lead and government will of nda?,1
575,no jobs formars are dieing small business are getting close ganga river not clean bjp is coming in ?,1
576,jai hind jai bharat jai narendra modi only modi?,1
577,i love congress party?,1
578,modi is the best ,1
579,joker congress spokesperson?,1
580,modi vot for modi?,1
581,,1
582,vote for modi only?,1
583, will be bjp will more than +?,1
584,only modi. no other option. abki baar paar.?,1
585, election results. bjp. congress. other?,1
586,bjp =?,1
587,namo again?,1
588,bjp is zero in west bengal ...?,1
589,vot for modi ji?,1
590,bjp ..will win with a clear majoritymission..+?,1
591,hung parliament?,1
592,bjp murdabad?,1
593,congress will win in lok saba election ?,1
594,bjp cannot reach double figure?,1
595,rahul ghandi next. pm?,1
596,?? percent bjp will not touch the mark. agar aapka exit poll sahi hua to modiji pm nahi banege.......?,1
597,congress is the most corrupted party in the world.?,1
598,rahul next pm +?,1
599,i the citizen of india i want to develop my nation for me india first is there then my religion caste region. what happened earlier causes a massive lost to my country from years bcoz of lack of knowledge. i dont want again corruption inflation terrorism bomb blast and i will vote for modi only.?,1
600,congress %?,1
601,all seats in maharashtra will be bagged by modi ji...?,1
602, bjp is promoting to hurt and destroy india.,1
603,yes seriously cyper police should monitor all fake and dangerous news spreading all over the nation by the bjp i t cell and bjp party government gundas through whats app face book twitter and through all modi godi media channels must be crackdown with serious action .. jai hind?,1
604,bjp is liar party?,1
605,educate bjp stop cow dung?,1
606,he is a paid agent of bjp. except bjp supporter nobody believes him.?,1
607,rahul gandhi would come to ,1
608,please win..we are tired of bjp..god show mercy on us?,1
609,nice rahul gandhi ...next pm?,1
610,keep going rahul?,1
611,congress will win in ?,1
612,only rahul gandhi ?,1
613,rahul gandhi will be wrong again just like he is wrong everytime.?,1
614,we are with u rahul. mahatma gandhis sake ill stand for congress?,1
615,pl congress........boycot rahul gandhi......then wl survive?,1
616,rahul gandhi is a charismatic youth icon of india .?,1
617,very nice ver rahul sir first very?,1
618,next pm rahul . rahul rahul rahul...?,1
619,paapu will be pappu ....let him make jokes?,1
620,i dont know why people are against rahul gandhi. lets give him a chance. i dont want my people to fight for religion every single day.?,1
621,i dont know why people are against him. lets give him a chance. i dont want my people to fight for religion every single day.?,1
622,dear rahul that was funny keep entertaining us god bless u???,1
623,do you want rahul gandhi to be the pm of india? heaven help in india.?,1
624,better god save india from feku and rss?,1
625,another fake ghandhi,1
626,rahul fake ghandhi,1
627,corruption kings congress,1
628,lets give pappu gandhi some toys to play with so he stops crying.?,1
629,modi destroyer of india?,1
630,yes i want rahul gandhi to be pm of india heaven will will help india by making rahul gandhi as pm?,1
631,under modi the rupee has devalued significantly corruption rank has increased freedom is oppressed crime rate and rape has also increased. modi is no different kim jong un of north korea?,1
632,i love my bjpnddpiam from nagaland???,1
633,rahul has matured as a leader in his own right.?,1
634,rahul gandhi still the same pappu,1
635,no match for mighty modi?,1
636,dude he is called pappu. real maturity lol..in his wet dreams,1
637,definetly bjp will win in dont worry everybody.?,1
638,congress the best for democracysecularsocial harmonypeace development?,1
639,rahul gandhi?,1
640,congress come back.?,1
641,rg real hero?,1
642,joker pappu?,1
643,feku modi?????????,1
