,text,label
10015, wester civ hello i had gotten an email from one of western civs fans asking why they dont have a wikipedia page. i remembered that there had been one at one point in time so i traced it back to you. i am not an active wiki user so i do hope you forgive my lack of knowledge on how this works. i have read the reason for deletion and i have also read all of the criteria that must be met by a band to be considered notable. if i read the deletion log correctly i see that the reason for deletion was listed as expired prod borderline dbband that said i am including as references in this message links to their three published albums a list of press garnered and links to some of their fan pages online. if you google the words western civ the band is the second and third return on google. i do believe that these elements are all examples of notability as wikipedia defines it for music. since the page western civ is simply being used to redirect people to the western culture article at the moment i do hope you will reestablish this page to its original form as a wiki for the band western civreferenceslink to western civs published workslink to western civs media press kit which includes of over published reviews and articles about western civ as well as a partial list of fm stations that are playing western civs musiclinks to western civs websites please let me know where to go from here. ill be looking forward to speaking with you further.thank you manager western civ,0
10016, is this a press release? ==with her trademark pageboy bob haircut and sunglasses wintour has become an important figure in much of the fashion world widely praised for her eye for fashion trends and her support for younger designers. her reportedly aloof and demanding personality has earned her the nickname nuclear wintour.im sorry but that reads ridiculous and has no sources to any of those claims. who has widely praised her? who says she is important? and the word reportedly reportedly by whom? where is a source for her nickname? is her pageboy bob really trademarked?also the followingshe is the eldest daughter of charles wintour editor of the london evening standard. her father consulted her on how to make the newspaper relevant to the youth of the era.so she was a newspaper consultant? i find it hard to believe that her fathera grown man would consult a youth on how to make a newspaper relevant to anyone. where are sources for this? i guess i will start looking for sources and removing non sourced statements tomorrow. if anyone wants to help please help me. i have only read paragraphs on this wikipedia page about anna wintour so i am wondering what else needs to be fixed. i will read more tomorrow.... well you could have asked me per the template at the top of this page. everything in that intro is repeated—often in greater detail in the article—and sourced to the best of my recollection. the general rule is that we dont footnote something in the intro section unless its an extraordinary claim like the most ... the oldest ...—that sort of thing unless thats the only place in the article it appears. see wpleadcite. ==,0
10017, please watch uri the surgical strike it is based on the real story after modi cam xe x xa ,1
10018,nice nice pm modi ji?,1
10019,incredible day in wayanad kerala as congress president rahul gandhi ji files his nomination. thousands gathered to share their love. ,1
10020, the price of modi killing a crow in balakot ,1
10021,i see no evidence that the expected required? merge notice was ever posted to the page in question. this casts serious doubts on the legitimacy of any supposed consensus obtained in that discussion especially if the other articles were likewise not tagged appropriately during the discussion.,0
10022,id also like to add that you have potential as an editor. hence why im so responsive to you on your talk page and all. i understand the concerns that youve raised and i think were just making bold edits because we know what were doing or more appropriately we like to think that. youre going to run into editors of various philosophies mine is obviously beanalaboutciting which has worked out for me so far. — talk • contrib • review ,0
10023,a considerable number of israeli citizens who were born in the former su are ethnic russians i doubt it considerably. i think that out of the k russian citizens in israel those are the people who immigrated after there are about % nonjews as the israel statistics show. and so the number k might be very accurate. others out of the k non jews in israel mostly are ukrainians. oohh... really who gives a damn?,0
10024,if rahul gandhi becomes pm i will commit suicide.,1
10025,redirect talkchucky childs play,0
10026, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
10027,really now. something ive written on my personal user space was nominated for deletion? great job.. t//e/c,0
10028,the people of india have a general opinion that narendra modi should be given a second chance.,1
10029, halliburton was for sure homosexual or bisexual. in french police wrote in his file on halliburton matricule .. that he was a very famous homosexual frequenting gay areas in paris romancier américain. ans. né à new york. habite rue scribe.a franchi les alpes au col du grand saintbernard sur son éléphant dolly. cijoint un article de paris soir août montrant dolly au repos dans un parc zoologique et le même en train de se désaltérer place de la concorde.mr halliburton est un homosexuel très connu dans certains établissements spécialisés.il a pris lhabitude de racoler rue saintlazare. il propose des succions buccales blow jobs aux passants.you can read it in the book of françois buot but its not translated from french into english ,0
10030,i think before doing any changes in india bjp should take action against rapists this should be the first priority for government then only our country will change narendramodi pmoindia bjpindia,1
10031,modi will be crown again at ..?,1
10032,with liar and slimy modi even is far fetched. go uproot some more trees. ,1
10033, it s surprising to see blooming of lotus in south kashmir the hub of militancy during bjp rally where no of people t xe x xa,1
10034,speedy deletion of bbrl a tag has been placed on bbrl requesting that it be speedily deleted from wikipedia. this has been done under section g of the criteria for speedy deletion because the page appears to have no meaningful content or history and the text is unsalvageably incoherent. if the page you created was a test please use the sandbox for any other experiments you would like to do. feel free to leave a message on my talk page if you have any questions about this. if you think that this notice was placed here in error you may contest the deletion by adding to the top of the page that has been nominated for deletion just below the existing speedy deletion or db tag coupled with adding a note on the talk page explaining your position but be aware that once tagged for speedy deletion if the article meets the criterion it may be deleted without delay. please do not remove the speedy deletion tag yourself but dont hesitate to add information to the article that would would render it more in conformance with wikipedias policies and guidelines. lastly please note that if the article does get deleted you can contact one of these admins to request that a copy be emailed to you. ,0
10035,yes people should vote modi on basis of his work done and not on religious interests. ,1
10036,congress will save the country from corruption.,1
10037,bjp have to play it safely and be humble and accept that lot of work is still pending but lot also have been achieved .,1
10038,gobackmodi trend of dumeels looks to me like welcomemodi modixijinpingmeet bjpforunitedindia joinbjp bjpindia bjpmaharashtra narendramodi devfadnavis chdadapatil pmoindia bjplive pravinalai jitengajaria fridayfeeling fridaymotivation bjp nidhikamdarmh ,1
10039,dictators could be dangerous xe x xcmodi is acting like a dictator xe x xd ,1
10040, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
10041,paid survey.. how come lakhs voters survey can be yardstick for crores of people.. ,1
10042, ramayana stamps released by pm modi ,1
10043,your edit at socialism may be true but i doubt it would be accepted considering the way the edit was presented. typically controversial edits such as yours see more scrutiny when people use edit summaries such as this is the truth this is how it is etc opposed to giving a more buyable reason. in the future it may be helpful to consider giving references to back up claims as this one. messages ,0
10044,modis governing is so far better than upa government.,1
10045,mate when i was training to be rnmh one thing they stressed above anything was that mental handicap definitely is not a medical condition. in fact one of the main things taught to us was that the medical model was a poor model for the care of mentally handicapped people because the model is based on treatment and mentally handicapped people cannot be cured. a model based on normalisation or social role valorization is more appropriate. how can such a vast collecion of disorders/abilities be a single medical condition? i dont mean to be contrary and must admit to having left the profession some years ago. jun utc,0
10046,thanks. happy new year to you too. i probably need some help with the citations. i keep on using title of article here link here,0
10047,the indian prime minister wished good health and long life to congress president rahul gandhi on his birthday while many others joined in sharing stories of how the yearold inspired them rahulgandhi incindia congress rahulgandhi ,1
10048,if modi wins again there will be a war we need to stop this.?,1
10049,cm i think you may be accessing outofdate information. the cm design was discontinued read the following.globalsecurity reportit has been replaced by the cm. so i have changed the roca article accordingly.,0
10050, tim shuba those arent spam links contrary to your false and wikipediapolicyviolating statement e.g. it violates wpassume good faith. the theophysics website is hosted on free website hosts some of which place adds on html pages yet no money goes to the website creator. ,0
10051,sorry to be rude imsop. ive got to run right now but will provide a more courteous reply in few hours. oct utc,0
10052,each nonsense by rahulay at least take away s of votes away from him. finally he will end up with less than seats as expected blame it on even. rahul will never be indias pm. he has no capability to even be a chaiwala at parliament canteen.?,1
10053, to paraphrase sarojini naidu it takes a lot of money to keep modi honest to burnish his image of honesty at taxpayer xe x xa,1
10054,this is actually a popular myth. raphael holinshed in his chronicles of england scotland and ireland p lines thru states that richard iii stood before parliament immediately after the buckingham rebellion in october and demanded his innocencie concerning the murther of his nephews toward the world sic.,0
10055,no it doesn´t....,0
10056, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
10057,um sure ecw initials mean something but they dont mean hardcore wrestling and least not entirely. does the name chris benoit rey mysterio jr dean malenko eddie guerrerro chris jericho.... i could go on and on and on mean anything to ya? ecw was more then hardcore wrestling it was the innovator of everything we see on tv today. not taking away anything from xpw because it was great. but it was almost exclusively hardcore garbage wrestling. ecw wasnt.,0
10058,im in twothree minds over this proposal. as regards redlinks on the one hand over the last two years of monitoring the topic ive seen it used as a catalyst and incubator for new articles on the other hand it is arguable that a death reported in a wprs is of a person of some note if not necessarily within our standards. on the third hand we do get some nohopers on the face of it which is why we tend to allow a month for an interested editor to create an article and then delete undeveloped entries as nonnotable. in the second case we perhaps should not interpret lack of interest as lack of notability because it may be that interested editors are lacking thats why the month moratorium seems to exist as far as i can tell. andemu ,0
10059,modiji will win truth is with him if congress come again india will spoil because of congress. god please save india we want modiji again our pm. savithri ,1
10060,this weeks issue of music week has their surnames down as stephens and meads.,0
10061,i am so sorry i have adhd and i could not control my actions plese unblock,0
10062,modi will get more than seats in general election???? ,1
10063,thanks and happy new year to you too lets talk about it ,0
10064,you cant do that. the gnaa press release pictured in imagegnaa press is copyrighted by the gnaa so any screenshot of a legible section of the press release can only be under fair use. ,0
10065,congress is more dangerous than pakistan for india ..?,1
10066,i will not vote for narendramodi amitshah sambitswaraj bjpindia swamy ever again if does not abolish a/a build ram mandir bring uniform civil code this is what the bjp promised to the people of this country bjpbetrayshindus rss vhp,1
10067,rd day hungerstrike wcmsrh quietus narendramodi amitshahoffice jagrannews smritiirani mlkhattar deependershooda aajtak ndtv dainikbhaskar amarujalanews punjabkesari bjpindia opdhankar rubikaliyaquat rajatsharmalive geetabhukkal bjp delhi punjabharyanahc  ,1
10068,we indians boycott bjp and congress in this election no bjp no congress. both parties are currupt and cheaters we all know and agree?,1
10069, lok sabha elections no possibility of aapcongress alliance. yeah its a win for bjp,1
10070,army aviationive noticed youve been adding a rather lengthy list of world army air arms to several such articles. this got me thinking that perhaps its time to create a dedicated article on the subject where we can also list those article saving space in the national articles. there is a category at categoryarmy aviation so i think army aviation this currently redirects to military aviation is a good title. any comments or ideas? perhaps theres a simliar article on one of the interwikis that can be translated as a starting point or used for sources. ,0
10071,it doesnt seem the bakhts will not be going to embrace this truth.. but those who stand on their own brains will definitely understand it... its a stunt by mr. modi...?,1
10072, modi ji relying more on star power than committed party workers this elections from sunny deol gautam gambhir hansraj xe x xa,1
10073,would you mind focusing on contents rather then contributers ?,0
10074,lol our leader walked away salman khurshid what ails congress identify incindia prob st = rahulgandhi patime neta days meditation vacation run away rahulgandhi from amethi coz saw smritiirani yrs work smritiirani ¿or thoda brain bhi?  ,1
10075,has he called himself a nazi or is that just what an opponent called him? look untwirl i have been a socialist my entire life but i will not put down someone i dont like as rightwing. life to more complex than that. sometimes i like those right wingers better than my political friends who often act like jerks. ,0
10076,i was in central london at the time it was totally off for over an hour tube stations were crushed full as people tried to move around. it was actually quite an event i cant say ive ever experienced something quite so wide scale the complete shutdown of the underground and the mainline stations that couldnt function in the height of the evening rush hour was unprecedented and i think worthwhile of a wiki article....,0
10077,i am sure many of these modi bhakths will get a heart attack on may ?????,1
10078,constitutionally yours episode   via youtube narendramodi bjpindia pmoindia amitshah ashokepandit anupampkher aranganathan bjp amitshah narendramodi debate a,1
10079, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
10080,that is to say are you gay or straight?,0
10081,i agree. her actual usage is of russia. i will revert now to the version that we have all consented to. ,0
10082,thanks a great improvement.,0
10083, modi effect getting kicked around by pakistan ,1
10084,hapsfordplease cite sources for this article. otherwise it may be tagged as a candidate for deletion in the near future. cheers. ++,0
10085,intolerance?? aur bringing back the rights of the majority modi is a hero?,1
10086,thank you for experimenting with wikipedia. your test worked and it has been reverted or removed. please use the sandbox for any other tests you want to do. take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. talk,0
10087,someone needs to check the source on the nobel peace thing smbgood,0
10088,former delhi cm sheila dikshit pitches herself as dpcc chief,1
10089,i noticed at the time that tango reinserted the material you blocked me for adding to giles hattersley but didnt think anything more of it distracted as i was dealing with my own blocking. now ive just seen elsewhere that you blocked him aswell. subsequently reading the opinions at his talk page where he is unblocked after one hour especially from other admins over what constitutes a personal attack i am less than happy at how i got shafted over this incident in which you have still failed to show i was intentionally attacking giano you seem to have absolutely no shame in levelling the same theory at tango an editor registered since dec that you did to me that the simple fact we are experienced editors that would have never seen a users name linked in an article i am still entirely unconvinced this is even true especially for wikipedia related text but i have not researched it we just should have known it was considered a personal attack blockable after no warning after making one edit/revert. like i said i would be willing to take it as ignorance is no defence if this appeared in any policy text that i had just missed. and judging by his unblock request he was not mistaken about what he was readding. so quite clearly you are attributing some malicious motive to me that you arent to tango. had i known of that discussion at the time i have a good idea that things might have gone differently for me. its not like i can do sod all about it now.,0
10090,bkamal haasans mnm to contest elections,1
10091,your citation for 豆田 = mameda illustrates the problem. you merely provided a link to the japanese wikipedia page that describes mameda town today. you did not establish that this reading was used . locally . at the time when the tramway operated and . by the tramway operator. it was not uncommon to find localities and businesses which used local pronunciations readings of place names. this practice has faded but has by no means disappeared in virtual defiance of tokyobased authorities kyoto clings to kyotoben pronunciations of certain wellknown place names. thus 豆田 might well have been mameda. it might also have been mameta. this being a kyushu place name it might also have been mameden zuden and tōden are as is said unlikely but not impossible. ,0
10092,hahaha..who can stop modi... congress better renounce its efforts to fight against modi..?,1
10093,hi you recently deleted by contribution to the lady louise page. i added the title of princess louise. this is correct as it was confirmed that on her birth certificate her title is a princes.,0
10094,regarding edits made during december utcplease do not add nonsense to wikipedia as you did to the bendigo south east secondary college page. it is considered vandalism. if you would like to experiment use the sandbox. thank you. if this is an ip address and it is shared by multiple users ignore this warning if you did not make the edits to which this warning refers.,0
10095,it would be sooo nice if all parties fought own their own without alliances so we know who is popular and who is not?,1
10096,warning. earth id like to leave you access to your talk page so that in perhaps six months you can convince us that we should try again if youre so inclined. but youre making it hard. if you continue these abusive comments i will revoke your talk page access.,0
10097, literary content the section entitled the final chapter of the informix story reads more like a newspaper article than an encyclopedia entry. the section gives some opinionated statements in a sensationalist fashion and a lot of shoulds where a factual article should contain sentences worded in a more definition factual manner.,0
10098,this is just beginning. as election will come near modi wave will be converted in tsunami. modiji jindabad?,1
10099,yes congress will win election.?,1
10100,less than % of large corporates pay corporation tax at % with the rest at % a great move by our finance minister smt nirmala sitharaman nsitharaman narendramodi finminindia bjpindia indiacorplaw lawreporter lawyered corporateaccountability legal bjp  ,1
10101,ok ive got both leads in the discussion. please make your case in the discussion why his lead is not good for the article. thanks. ,0
10102,this congress old horses need a solid bakra for shadowing them rahulgandhi was best suited for that now all this show off before rahulgandhi is like ragging him shamelessly biznews incindia,1
10103,i am not a lawyer and i am not interested in becoming one just so i can post on wikipedia so i am not going to spend any more time building up a case. it is my understanding that wikipedia administrators have an active interest in enforcing the rules and not depend on selfappointed legal deputies to do their work for them.theres positive evidence that i am not the same person as these two so i see no reason why i should pretend to have the burden of proof in this matter. based on this i feel sufficient cause for the removal of all claims of sockpuppetry. if they try to edit war with me i will revert as often as needed since this is a matter of libel and vandalism.,0
10104, ramayana stamps released by pm modi ,1
10105,speedy deletion of andrew takao a tag has been placed on andrew takao requesting that it be speedily deleted from wikipedia. this has been done under section a of the criteria for speedy deletion because the article appears to be about a person or group of people but it does not indicate how or why the subject is notable that is why an article about that subject should be included in an encyclopedia. under the criteria for speedy deletion articles that do not indicate the subjects importance or significance may be deleted at any time. please see the guidelines for what is generally accepted as notable as well as our subjectspecific notability guideline for biographies. if you think that this notice was placed here in error you may contest the deletion by adding to the top of the page just below the existing speedy deletion or db tag coupled with adding a note on the talk page explaining your position but be aware that once tagged for speedy deletion if the article meets the criterion it may be deleted without delay. please do not remove the speedy deletion tag yourself but dont hesitate to add information to the article that would would render it more in conformance with wikipedias policies and guidelines. ,0
10106,regarding edits made during september utcplease do not add nonsense to wikipedia it is considered vandalism. if you would like to experiment use the sandbox. thank you. if this ip address is shared by multiple users and you have not made any unconstructive edits please ignore this warning.,0
10107,bindias narendra modi has failed at economic reform and deserves to lose the ongoing election but now is playing t xe x xa ,1
10108,already living in expiry motilalvora will be congress president what next ? kabhi bhi allah ko pyara ho sakta hai aur fir raga will be back rahulgandhi congress rahulgandhiresigns engvnz pakvsban,1
10109,india has no other option but engage pakistan in dialogue over kashmir may it be rahul gandhi or modi they have xe x xa ,1
10110,government spent rs . cr on gst advertisements. thats why i want congress this time,1
10111,it is funny because i would say exactly the same thing for you astarti the anonymous user with an ip from greece and the user williamthweatt . accusing people without a reason is not allowed in wikipedia . as per wikipedia rules you are free to ask for an investigation in fact i do kindly ask you to do so . if this vandalism persists i will seek an arbitration . i do kindly ask from any moderator to see all the reverts and i am confident that they will conclude that they have been mal intentioned with a clear nationalistic agenda ... you all guys have something in common you are all greek all of you ,0
10112,my vote to modi?,1
10113,why are you asking here since you are a member of filepile? theres an interesting discuss thread you could ask this in. ,0
10114, nonpolitical interview of modi ji ft xf xf x x xf xf x x full video ,1
10115,remember there is no modi wave this time the candidates are going to make huge difference and no opinion poll is taking into account .anyways we will see...?,1
10116,mr pm narendramodi pmoindia your all good work for the country gets some shadow of this unnaocase kind of incident and it gets attention from all over world bjp mla is surely involved to kill all witnesses she must get justice hmoindia myogiadityanath bjpindia,1
10117,interesting. i checked the other case number kunzang lhamo cited which cant be used for wiki since its original research. but going a step further i cant find that case number on san bernadinos open access either in civil or criminal records.,0
10118,requested move requested moveheinrich pette institute → – institut is german. it is located in hamburg. surveyfeel free to state your position on the renaming proposal by beginning a new line in this section with support or oppose then sign your comment with . since polling is not a substitute for discussion please explain your reasons taking into account wikipedias policy on article titles.discussionany additional comments,0
10119,this shows the true love for modi ji its not paid love ,1
10120,wikipediafeatured article candidates/jackie robinson just to notify you.,0
10121,think the best place would be wprsn. not sure if the fact that the webmaster is banned here means much though. if the information on the site is reliable then it is reliable. it looks like it may count as wpselfpub though. if so it should only be used for statements about prem rewat which are not unduly selfserving.,0
10122,i invite you all to attend jan jagaran abhiyaan on sep in mahabubnagarts hon’ble mos prupala ji to attend as chief guest abrogation of article a historic move by bjpindia pm narendramodi ji hm amitshah ji bjp jammuandkashmir modi ,1
10123,i am a farmer and i will vote for modi ji because i know the reality?,1
10124,modi will come in power once again vande mataram?,1
10125,modi has the money. even though indians havent received their lakh or emoloyment or women safety and this farmer crisis and everything..money talks.?,1
10126, modi xf xf x xb xf xf x xb excellent xf xf x xc xf xf x xc india elections mirror mirror on the wall who is the greatest actor of them all? xe x xa,1
10127,congress do not have any hope of forming a government on its own.,1
10128,if you are talking about dks what about bsy? how did he become cm with only mlas? operationkamala how did he become cm in ? operationkamala what about reddy? katta naidu? porn watcher dcm? bjp is ruining the country,1
10129,fair use rationale for imagesimpsons coltrane thanks for uploading or contributing to imagesimpsons coltrane i notice the image page specifies that the image is being used under fair use but there is not a suitable explanation or rationale as to why each specific use in wikipedia constitutes fair use. please go to the image description page and edit it to include a fair use rationale.if you have uploaded other fair use media consider checking that you have specified the fair use rationale on those pages too. you can find a list of image pages you have edited by clicking on the my contributions link it is located at the very top of any wikipedia page when you are logged in and then selecting image from the dropdown box. note that any nonfree media lacking such an explanation will be deleted one week after they have been uploaded as described on criteria for speedy deletion. if you have any questions please ask them at the media copyright questions page. thank you. acbestmy contributions ,0
10130, modi is not india modi is not desh modi is not nation why does bjp supporters think that anyone who questions modi o xe x xa,1
10131,mission of modi in seemed very much possible but today same mission is not looking positive,1
10132, tej bahadur is looking all set to become the join opposition candidate in varanasi against modi spbsp will remove the xe x xa,1
10133,and to the genius above you im actually in the black hills right now at a place that only has access to the internet through wildblue satellite based in minnesota. heres my guess my ip will be in minnesota until sunday afternoon at which point it will be in rapid city again. man all you wikipedia guys are geniuses. and im pretty sure all those ip addresses i gave you are right on kristi noems website. oh my god that was tough to find wow. ,0
10134,congress comes pakistan will come and make bomb blast everyday?,1
10135,enough votes had been given to congress in past..no more chances.,1
10136,borgqueenhow is it that you are going to delete the entire wikipedia regarding cuisine of hawaii and then disable me from the wikipedia whithout any comment??do you feel its your personal responsibility to run around the wikipedia and deleting all the information and turning everything into convenient sentence paragraphs?maybe you could try petitioning wikipedia to create wikisummaries for those people who cant be bothered by the burden of reading or gaining encylopedic knowledge.maybe you could be the creator of your own little site entitled ecyclopedia summaries and your motto could be everything you need to know or ever wanted to know in short easy to read sentences without cumbersome vocabularybest of luck with thatcuisine of hawaii will be restored. for hawaiians by hawaiiansyour racism and predjudice has no use in an international enclyclopedia. but maybe in star trek the cuisine of hawaii is just push of a button or a hologram? is that it? could you explain it more detail for the world to read please? borgqueenlive long and prosper,0
10137,funniest talk page edit ever. im being warned by an ip for doing the correct thing. brilliant.everton stuff irrelevant left hook is incorrect title and the rashad fight is unconfirmed. im doing everything right and an ip is vandalising but yet this ip is deluded.,0
10138, our farmers are our pride strength for the past years mr modi the bjp have treated them as a liability india xe x xs fa xe x xa,1
10139,image listed for deletion an image or media file that you uploaded or altered image has been listed at wikipediaimages and media for deletion. please look there to see why this is you may have to search for the title of the image to find its entry if you are interested in it not being deleted. thank you. contr,0
10140,i feel that namo tv or similar other channels of other parties should not be considered as violation of code of conduct. they should not be banned. rather encourage them.,1
10141,im not immune to anything. if i commit a crime i will be punished by both god and fate no doubt. it is hard to say that you have no involvement when a large part of the an/i discussion consisted of editors that disagree with my position on the events notability criteria having a bit of fun and a bit of sport. considering that you and i have engaged in that dispute as is demonstrated by the link above this block could be considered an act of vengeance on your part. i do have strong evidence that his views are embodied by what wikipedia is not. so are the views of many other editors. i do not doubt that they defy these principles in good faith but good faith or not our principles must be defended. or must they? i suppose we can simply ignore them. that doesnt seem right to me but if you think it is what we should do i guess weve not much choice. — ☎ ,0
10142,yes. see the talk page archives.,0
10143, question now we have the same turkish name at turanism and panturkism. the problem is the articles are about different things. are you sure you are correct? — ,0
10144,vindictive my sense of honor is wounded by your spiteful regard. lets us hope for comity to return.,0
10145,bjp will win seat alone?,1
10146,congress will win bjp bahut hi jhoot banane vali party hai. bjp haregi?,1
10147,people of bharat have already kicked away rahulgandhi his congress hasnt theatrical and antinational behavior of raga been a major factor contributing to downfall of rahul as well as incindia ,1
10148,you and your uncivil friends refutedyour uncivil friends refutedor were you saying something to the over people whove downloaded this refutation of youre lies?and so that everyone can see part of it herejoshuaz saidstarfire as i tried to explain to you wikipedia cares about reliable sources and verifiability not truth. now if you read that guideline you may understand why in general aig and many of the other sources you used are not reliable sources.hey joshuaz the liar where does wikipedias policy say that is not a reliable source? where joshuaz the vandal and liar? show us. so you think saying now is scientific evidence that you are a wise and intelligent teller of the truth or that you know what a reliable and verifiable source is?joshuaz where does wikipedias policy say that the jacob sheep association = a reliable and verifiable source that jacob sheep are biologically primitive you hypocrite? explain that hypocrite who personally attacked starfire using lies.show your references joshuaz. saying now is not a reference that your accusations are true are they? why cant you make sense joshua?again where did those verses prophecy anything? do these look like prophecies joshuaz?joshua also saidin this case they did have sources so you have even less of an argument.wrong joshuaz. simply citing sources as you yourself said does not make the source valid. it must be substantiated and verifiable. why do you conveniently forget that you smug babbling hypocrite?your later comments dont merit much of a response but i wthen he saidill simply note that accusing people of bigotry bias hypocrisy irrationality and trolling makes my earlier comment about not using darwinist as a slur somewhat irrelevantbecause you said so joshuaz and whatever you said is true is true because you said so. so much for references eh? all you have to do is accuse and it makes you right right hypocrite? see how you go round and round in circles using circular reasoning?if your earlier comment toed the line the one above crosses it.because you said so joshuaz and whatever you say is true because you said so. sciencei suggest you calm downi suggest you not use sarcastic insults like that ok hypocrite? youre implying that the starfire is illtempered merely because he points out that you are hypocrite and uses logic to do so as well as verifiable references on which you lied about not being reliable and being against wikipedias rules to cite ok liar?i suggest you also not command a christian to follow your moral standards over christs over gods. he is a christian dont ya know? are you now god to tell him how to feel and think? i suggest you read this verse and take it to heart which millions of christians know very well so that you learn how not to offend them againbe angry and do not sin do not let the sun go down on your anger and give no opportunity to the devil. ephesians last time i checked joshuaz neither your nor wikipedias rules superceded gods. and read the relevant wikipedia policies and guidelines while you wait for your block to expire.oh the old you need to read it but i dont and you sit and think while your grounded young man insults. what an arrogant childish hypocrite you are.i suggest that you stop pretending that whatever you say is true merely because you said it and again learn what starfire properly told you to learn.ill enhance the list for youreference evidence truth reality lie bigot hypocrite fallacy circular reasoning troll stalking harassment insults hatred and love.and joshua also saidthis is in addition to issues of original research in regard to biblical prophecies and other issues on the charles darwin page.wow you sure like to weaselword other issues? what are you references for this vague other issues joshuaz the policy master of wikpedia?and joshua who said anything about prophecies? where did starfire say anothing about prophecies? no joshuaz the wannabe scholar he said predicted in the same way that science can be used to predict the outcome of an experiment. if your lazybrained truthcareless self had been paying attention to what he said care full y you might have noticed that the verses were using past tense joshua not future tense joshua. if you are unable to tell the difference between past tense and futur,0
10149,no doubt people chanting modi... modi....one and only modi.,1
10150,bjp reflects the stupidity and immaturity of the voters that their campaign targets.,1
10151,more then anthing else modi has restored hindu dignity and pride. ,1
10152, beta filhaal we carry missiles which can w xe x xa ,1
10153,hey sorry to bug you again but i have a question. you said that this image would not be usable since the copyright holder was unknown. i found it listed at a separate sight listed as photographer joseph cultice. would it be acceptable to use the picture from the no doubt site and credit it as such especially since this one isnt being sold? — ,0
10154,users are cautioned to assume good faith and to recall that all new users must start off somewhere. further many people with expertise in a specific area quite reasonably make contributions within that area alone.there is of course nothing inherently wrong with singlepurpose accounts wiki discussion policy cautions against personal criticism.if you are going to assume the mantle of editorial arbitor and enforcer then it is your responsibilty to ensure the article is accurate. controversial subjects are by definition controversial. that is the nature of paul wolfowitz. the article as presently edited is biased in two respects a through its uncited inclusions including the one noted above and b through its omissions. there is a direct relationship between wolfowitzs departure from sais and his removal from the world bank. readers would not gain that information the way the article is currently presented. you are invited take the factual material that you deleted and to conform it but there needs to be a context to the section entitled recent controversies. ,0
10155,everyone must vote for narendra modi if we want to see good days. i have always voted for bjp. i strongly support modi ,1
10156,except like esoglous already explained this article isnt about the english word. — lfdder,0
10157,i am pretty sure all indian will be choice this nice man. he is such a wonderful educated person. vote for rahul.?,1
10158,sheiladikshit rahulgandhi priyankagandhi officeofrg vineetpunia rssurjewala incsandesh jaiveershergill aiccmedia incindia withcongress kejriwal should reflect who opened doors for bjp rahulgandhi ,1
