,text,label
8080,more than i am worried about bjp supporters who insulted her even gave threats to her daughter. would be very difficult for them to defend her.,1
8081,observe the timing of cyclone in odisha.it struck after the voting was over. after the fates of main political parties r sealed.had it arrived few days before voting namo would hv still praised navin babu for good work. and that would have had positive implications for bjd.,1
8082,our hearts are still healing over sandy hook. in the inaction that followed congress hit a new low. born of that grief sandy hook promise and took up the fight to endgunviolence. their tireless advocacy made passing hr and hr possible ,1
8083,modi is a lil bitch,1
8084,woh sab chhodo. why did congress have to hire divya when swara was doing it for free? ,1
8085,. demonetization killed black money.. jakhad declared + crores in election affidavit.. jakhad paid crores to aap for ticket.bhakt aap pe aarop laga rahe hain ya modi ki bajaa rahe hain? 🤔,1
8086, as long as the gun lobby controls the congress the slaughter of innocents will continue unabated,1
8087, jug jug jeo champ👍👍✌👊time to end this terror factory called napakistan🙋🙋 har har mahadev,1
8088, hindustani james bond .. he is on the way.. something will going to happen.. 🙏🙏🙏 rip 🙏🙏🙏,1
8089,breakingnews lets not be divisive says pm modi at iskcon temple event highlights,1
8090, alka ji.. modi govt has already identified land parcels to rehabilitate kps offered state govt jobs too.once they return back... more in the offing. ,1
8091, to save himself from conviction for murder sidhu puts his turban at sonuas feet the lady responsible for the massacre of sikhs that too she just said indira is responsible for the balatkar of india. ,1
8092,employment government does not want to accept that there is a crisis claims rahul gandhi ,1
8093, the scheme would also require from what it looks an intensive use of aadhaar as a tool to mark beneficiary households and transfer benefits. now this would mean that all the critical stances of the congress on aadhaar over the last years were fake.,1
8094,unstable lunatickid .. high on dope 😂😂 pappu ,1
8095,contrary to its name the “migrant protection protocols” do not protect asylum seekers. instead this policy prevents children from accessing the protections congress created for children and asylumsseekers. harminmexico ,1
8096,why was plane allowed to take off from amritsar after refuelling? if doval had iota of brain it could have been stopped. if bjp takes credit for anything good that happens even accidentally in its rule it has to accept blame for black chapter of kandahar. ,1
8097,rahul gandhi addresses the crowd at the office of congress party in lucknow says congress can not be week in uttar pradesh. we will play on front food,1
8098,and i will vote for so that your children and their children can get good education aap ,1
8099,we crossed. times. under prime ministers. won all those wars. in fact after one we even created a new country. the th kargil another desperate act ahead of polls by the was timed just like this one now. ,1
8100, the honourable sc should reject the unconditional apology filed by rahul gandhi. as twice he had made mockery of the sc by not asking for apology and said regret. legal actions should be taken against him.and it will set an example for everybody.,1
8101,modiwhereisourmoney modi will have to answer ,1
8102,if you want to know what is the level of patience is having you should first know how much time he waited for to full fill his promises. no need to work in alliance with people who makes false promises. gobackmodi apdharmaporatam modibetrayedap,1
8103, who will ask jaitley ? apparently even modi seems to be frightened of the fellow,1
8104,time for to be careful as amar singh has also become a chowkidar now. remember he once used to be chowkidar of anil ambani subroto sahara also.,1
8105,wikileaks india indira gandhi sycophancy peaked at first aicc session after emergency more ,1
8106,in other news. modi rallies arent attracting crowds. desperate pleas ppl refuse to chant modimodi slogans in baliyans rally.. congress has taken a manifest lead in setting the narrative/ manifesto/sm campaign.. is quickly exposing fake stuff.gm😇,1
8107,the day belongs to mam for completely snatching the narrative away from congress president on rafale. supreme court has busted the lie. supremecourt,1
8108, has to be eliminated from congress,1
8109, iam % convinced now that bjp is in panicky mode. they are so scared of a party leader which is not even fighting elections but exposing them. the shameless ec is playing the role of his masters voice to the hilt. the ec should declare nda the winner why spent so much,1
8110,all these muslims people came from a country that we have been bombing for the last years. we probably killed parts of their families. so they move here and you think they love us. hell no. they want to get even. stupid we elect them to congress. good thinking troops. ,1
8111,a strong message from jnua huge salutation to our indian air force and pm surgicalstrike ,1
8112,priyanka gets fired up to take on modi in varanasi...announcement soon likely...watch video of priyankas new style loksabhaelections varanasi priyankavsmodi ,1
8113, homeopathy works on some principle that believe poison kills poison so can any bhakti be a solution to cure modi bhakts? 😲,1
8114,food packets water and juice being distributed from a vehicle among bjp workers during an election rally of at anantnag in south kashmir. where is election commission ? ,1
8115,“we are confident that our party will get maximumsupport from the minoritycommunity since the bjp is focusing more on hindu votes” said the senior congress leader. nizamqureshirajasthan,1
8116, congress is only interested in protecting their own legacy. you are a fraud nancy. owned by the big pocket doners. you are complicit in treason and exhibit a on what is wrong with our ‘political class’.trumplandslide termlimits liberalismisamentaldisorder,1
8117,i am not comparing you just compared an thats foolish. i was sent to school when i had no decision making power or i couldnt speak. when i was about to cast my first vote i had the ability to think/see/research/make decisions. think beyond modi. ,1
8118,prime minister narendra modi during his brief visit to afghanistan was on june conferred with the amir amanullah khan award the highest civilian honour of afghanistan.with this pm modi became the th recipient of this coveted award.isbaarphirmodi ,1
8119,srcskaduvettiguru a firebrand leader enjoyed massive popularity among vanniyar youths and his death weakened pmk ,1
8120,criminal cops... slap a boy for wearing a mask slap him again ask him to shout chowkidar chor... which place is this? hunt down these two cops prosecute them.. .. ,1
8121,possible assembly byelections in kerala . vattiyyorkkavu. konni. pala confirmed . manjeshwaram confirmed interestingly all the above seats are winnable for nda. expect all way attack from the citu media in the coming months towards ,1
8122, fascism /ˈfæʃɪzəm/ is a form of radical rightwing authoritarian ultranationalism characterized by dictatorial power forcible suppression of opposition and strong regimentation of society and of the economy demining opponents acting against congress the people,1
8123,please read the threadinteresting one to re establish चौकीदारहीचोरहै राफेलचोरचौकिदार अम्बानीकाचौकीदारमोदी नकल के लिए भी अक्ल चाहिए ,1
8124, aise karein aap courts bandh kurdein. this is ridiculous. what on earth is a sulah nama?,1
8125,bjp state president shri flags off bjpvijaysankalpbikerally at nuapada. ,1
8126,fantastic initiative. thanks ji. let people know about unnamed unsung heroes of freedom struggle.🙏 ,1
8127, mahatma word given by saheed subhash chandra boss....but the bjp persons had no any ideology in past and no leader in pastthey have only godse.so they always try to defame image of great leaders by supporting one and questioning second one.indian know your policy.poor people,1
8128,modi govt took loan of crores borrowed between .while between it was only crores.remember this is besides the normal revenue receipts what happened to such huge money? eventually we will have to pay this. let this sink in.,1
8129, communication sensitivity from modi gov 🤔🙄🥴,1
8130,modi may be the last hope for the indian economy to achieve greatness via ,1
8131,rahul gandhi turned down the request saying he is not keen to contest from kerala as he has already decided to contest from his sitting constituency amethi. ,1
8132,this is way way way more important than what happened decades ago both gandhi and godse are dead. but these people are alive and in danger. so can we please move on ,1
8133,itraidsinmp. hundreds of crores of rs of black money recovered in bhopal other towns all reportedly transacted through havala channels. claims to be an idol of honesty. country looking at rahul gandhi if he will sack his mr ten percent chief minister of mp,1
8134, seats 👉 congress seats 👉 bjp seats 👉 others . uk research group survey ,1
8135, attorney general is now a politician.fuck you congress.,1
8136,the cited the rise in congress president s income between and to question its source claiming he had no ostensible source of income. ,1
8137,trumpcolluded congress definitely colluded with israel saudi arabia but... we’re not allowed to talk about how zionism has nothing to do with judaism or god ,1
8138,dear pm ji i thought he is brave son of mother india but you just confining him to tamilnadu. and what if he was from assam gujarat kerala bihar mp or j would you not had felt proud?? ,1
8139,please pm ji close down pak embassy in india we dont want any relations with them jiclosepakembassy ,1
8140, only thing is ji should maintain composure till the election day and shouldn’t go overboard with anti sadhvi rants as it’s a trap set by bjp to irk him up and say something nasty. digvijay ji please stay calm focus your campaign on cong vision development,1
8141, this letter that these school mafia is above indian judiciary schooloot this shows that they are not afraid of any court or goverment . this actually they getting support of political ppl. we heard that this mafia giving big donations two political parties.. for elections ,1
8142,cong has strategically put candidates from nyobc uc njd. so any votes divide by these groups of congs candidate will dent directly bjp. even if cong candidate gets kk votes will make easy for mgb.overall next phases its still advantage mgb. loksabhaelections,1
8143,i think elections are very near in india so pulwamaattack is quite obvious act. you can expect any low from modi,1
8144,awardwapsimissing where are where are you all ? in india or enjoying pakistans hospitality ? please say something about arrest of priyanka sharma.,1
8145, the illegal treasonous underpinnings of the iran nuclear deal. obamas unconstitutional endrun around congress. ,1
8146, the information was there in public domain but question is why didnt media raise this issue before? why does media white wash all the crimes of gandhi family? alwaya painting a picture of a family of who sacrifices.,1
8147, next pm ?retweet for narendra modilike for rahul gandhi,1
8148, very well said. hating modi n bjp is one thing but hating product or initiatives/achievements of india/indians is another. hate is simply because modi govt successfully carried out this...,1
8149,things happened in last days◆ kashmiris were beaten up◆ a muslim guy was beaten up◆ muslim boys killed by bihar police◆ muslims slums burnt down by meerut police .then surfexcel happened and now sanghi trending phirekbaarmodisarkar time to kick out bjp,1
8150,times nowvmr poll tracker sounds incredibly sample is not random and may not be representative as it uses a dubious pattern recognition model to pick polling in mind these polls add to the modi want you think he is an inevitable winner. ,1
8151, sir arent our govt modi govt context based. on election campaign it should be modibjp govt not our govt.,1
8152, never though that our isi have recuited too much old aunties like this kalsoom bibi who is prasing adnan sami trying to keep his spirits highi just have been able to decode word kameengi that is certainly about modi,1
8153,samantha agarwal writes from india on the growing wave of workers’ struggle that is challenging the modi government’s policies of neoliberalism and communalism ,1
8154,absence of mlas from meet shows congress in total disarraymuralidhar rao,1
8155,vijay mallya nirav modi mehul choksi are some of those who looted india n scooted with the help of modi govt. now enforcement directorate has said on record that as many as businessmen have fled from the country in the recent past.modiaurchor,1
8156,the price of nyay. six economists deliberate congress president rahul gandhi’s proposed minimum income guarantee scheme nyuntam aay yojana. will it free india from poverty? ,1
8157,indians are celebrating christchurch massacre all over internet. also no condemnation by indian pm .actually becoz indian forces r doing this everyday in kashmir wd muslims so thats y its normal them cheer.💔newzealandterroristattack,1
8158,rt in bogotas plaza de bolívar a crowd begins to meet in front of the congress foreign ministry against the ‘lima group’ which meets with mike pence today in order to cook up new intervention plans for venezuela. ???? ,1
8159, is a specimen of the diseased minds that have bn shaped deliberately by the narrative of sickular/congress/ commie mafia in the odd years to remain in power,1
8160, bastards you are insulting the term bhakt which is very sacred. you are showing all hindu symbols and insulting them as if some terror symbols. if have courage show real symbol of terror on your to mention how your own ppl are leaving party? apologisr anti hindu😠,1
8161,war is a racket congress may make it impossible to end a war via ,1
8162, oh then they dont have enough fund to bring paid audience anymore i guess modis fault again drying them up ,1
8163,misplaced priorities while congress cancels cwc and rally bjp goes ahead with pm modis video conferencemerajawansabsemajboot ,1
8164,president muhammdu buhari of the all progressive congress apc has won at a polling unit inside the sokoto government house and another at the sultan’s palace in sokoto metropolis.,1
8165,i joined the worlds largest video conference meraboothsabsemazboot with pm modi. here is my selfie with pm modi ,1
8166,modi a sirf nam ni a brand he brand.. ,1
8167,i’ve been saying this for months. it’s already too late. rahul gandhi thought rafale will win him this election. doesn’t understand that the p of politics stands for public opinion. ,1
8168, uses iaf planes to travel even when he was shooting for a national geographic documentary in corbett national the day the pulwamaterrorattack happened he arrived there in a iaf helicopter.notice the swag ? do see share widely. ,1
8169,indians should wake up.. what the and its mafia did to india is far far worse than the british ever did. these suckers looted the country much much more than all the plunderers put together. so wake up before you lose even what little is left ,1
8170,whatever your differences or opinions do remember there are only choices in this election pm modi led bjpor rahul dynasty led congress +whichever choice you want to vote is your decision but your actions or nota will help one of above. choose wisely.,1
8171,how can isro launch satellites during model code of conduct?... this will directly influence voting in favour of bjp... and one of the satellites has a radar spy.. this will adversely affect congis with devices at their residences pappudiwas,1
8172,these numbers are higher than what was projected prepoll. this is due to better than expected performance everywhere except in tamil nadu where the nda alliance seems to have fared worse than expected. chintamanispeaks elections ,1
8173,we strongly condemn and her goons for vandalising bjp candidate’s arjun singhs car and attacking journalists in barrackpore during west bengal elections. its show her fear of certain loss in loksabhaelectionsharboothparmodi,1
8174, hide behind the icloud or the real cloud..... but still modi will become our pm. modihiaayega modiaanewalahai,1
8175,... $ $swed.a $ otsuka $avify $bch chmoly $ach $cx $ska.b $ $jef $ ir $ $hum $adsk $shb.a $mos $iff ii conferences r $b btg pactual $ilf $na $xlf fuel $bac eu re commerz eu re sidotti ii $td $xhb $evr $xrt...,1
8176, id like congress to look into the misuse of the haiti relief fund..,1
8177,in cwc meet congress resolves to defeat saffron ideology of fascism hatred divisivenessread here ,1
8178,dent team will be at the mobile world congress in barcelona next week showing and our esim integration prototype and more to operators. want to meet? contact us now dentcoin btc gsma blockchain eth bitcoin esim mwc g ,1
8179,shri rahul gandhi has lost his credibility after he expressed regret over his remarks on the supreme courts order in the rafale deal smt ,1
8180, did not need to declare the nationalemergency. no president really has to. but in the interest of the nation especially the families that lose loved ones to drugs and murder everyday. buildthewall needs to happen since congress wont do their job,1
8181, i must tell you if terrorism has no religion economics too has no religion. r was following wrong policies partner in the sins of pc infamous gold scheme. if he hints at sympathisers of govt. was he not the choice of upa and has he not authored congress manifesto? ,1
8182,in an atmosphere free of terror violence. clearly telling pakistan that if talks is impossible with such a country filled with terror.what did imran khan do?he twisted those lines and gave congress a message to which shameless congress are dancing right now.,1
8183,huge gains for model of governancea power boost to to be abkibaarpaar,1
8184,hey this aap leader is endorsing racism.first and now this man. why is your party so full of racists? ,1
8185,biggest myth elections would break is the khan market propaganda that it is the regional parties which can/will stop modi.congress is definitely in the doldrums but watch out for so called regional powerhouses capsize in modi wave.jds sp bsp rjd cpm bjd tmc jmm.,1
8186,her job of an investigative journalist or her opposition of modi govt does not automatically make her a champion of muslim cause. she has proved that she is a muslimhater conditioned bigot by her tweets about nzs show of respect for muslims. ,1
8187,an army suffering frm starvation homosexuality corruption what not endian govt uses their death bodies to stay in power and their agencies fool their people by accusing a person who was long dead bt soldiers to regain power modi means biz them,1
8188,wer r cr jobs?? wer is black money??wer is l in bank account??muhkholajhoothbola modimatbanao ,1
8189,it is absolutely incredible to hear many people say hume nahi hume modi chahiye. such trust and belief in a politician is unheard of in india. narendra modis upcoming win will deal a massive blow to dolepolitics and be a precursor in true spirits to a superpower india.,1
8190,another upcoming movie which is going to expose the congress rule indiasosama ,1
8191,‘consume poison survive’ gujarat minister’s shiva dare for rahul gandhi ,1
8192,first tweet of priyanka gandhi. ,1
8193,warped minds think alike. remember hitler used muslims for his genocide against those of jewish faith? and they call the gop the party of the naziracists. puuhleezzee david duke calls omar ‘most important member of the us congress’ via ,1
8194,great newsthe traders community of delhi is going to be backing aap new delhi candidate jithey have taken the worst hit under the tyranny of the current regime.finally their voice will be heard in the parliament ,1
8195,the way sickukars burning after akshay’s conversation with pm looks like burnol won’t give relief.. my suggestion why don’t you record one interview of pappu with your porki srk ??,1
8196,leave scientists alone and let them do their research without fear of losing their jobs. sign the petition to tell congress to pass the scientific integrity act via ,1
8197, congress congress congress...modi bhagao hindustan bachao.rahulgandhiforpm bjpjumlamanifesto,1
8198,somewhere between congress everything good was done by jawaharlal nehru to bjps everything evil was done by jawaharlal nehru lies the truth,1
8199,hal and air force strikes for india. army and navy on standby.yet modi snatched rafale from hal and gave it to aa.shame modi shame still time to give it back to hal and repent your mistake. ,1
8200,members of the national people’s congress china’s legislature announced a proposal to ban the use of pangolin products the world’s most trafficked animal in traditional chinese medicine. ,1
8201,it is very tough for congress. ,1
8202,a nonexhaustive list of important data that the modi govt has not released or doesn’t havehow many jobs were created by the pradhan mantri mudra yojana?,1
8203,this is the most significant decision after for a patriotic ladakh. it will protect buddhists /shias from srinagars discriminations and help them survive and make progress as patriotic brave indians. modi saves ladakh. ,1
8204,loksabhaelections westbengalsporadic clashes reported in cooch nehar alipurduar. clashes between bjp tmc workers. bjp poliing agents were stopped from entering the booths by tmc. however the presiding officer stepped in to let bjp polling agents. ,1
8205,central minister takes selfie infront of brave soldiers coffin...and post in fbthese guys in bjp are not only brainless but also heartless...😠😠 ,1
8206,when you loot for years still worship one family the nations very foundations were weakened by the as a result some of the companies are struggling. many other companies doing excellently well. ,1
8207, what about your similarity with quatrocci what about your similarity with rajiv saxena of aug westland what about your close brother a raja what about your brother in law.....abe pappu chor apni giriban mein jhaak,1
8208, pappu can not do nyay to himself even what to expect from him for poor of india. ,1
8209,new clip in my interview with him bjp spokesperson nalin kohli defends his partys use of the word termites to describe undocumented immigrants as a perfectly apt analogy because they drain resources and eat you up hollow watch,1
8210,under mohan bhagwat the hindutva ideology of rss became more mainstream turned global makarand paranjape writes in theprintopinion ,1
8211,if anything needed to be done it was after the attack on army base in punjab stop your useless rhetorical allegations have the guts to admit that youve failed miserablygiving interviews to your boot lickers isnt going to prove anything coward modiyouve failed india ,1
8212,“happiness is when what you think what you say and what you do are in harmony.”mahatma gandhi ,1
8213, you are so wrong and have shown over and over again you don’t understand how the government works whatsoever. aca was made into law through congress why would you put kermit through this???? what did he do to deserve this????,1
8214, in judge ellis sentenced rep. bill jefferson dla. to yrs on corruption charges. it was the longest sentence ever for a member of congress. today on far more serious charges ellis gave paul manafort months instead of the recommended yrs. ,1
8215,shah rukh khan raps to encourage people to vote pm modi calls it a fantastic effortvia namo appnamofornewindia ,1
8216,modi ji works for hours in a day sources in his cabinet work for hours.,1
8217,this is aman sagar jain temple of jaisalmer. it was built by himmat ram. he was a member of rss.dont you have secular aaptard temples to go? what are you doing in ours? i am sure the temple management which owns a gaushala doesnt appreciate haters. ,1
8218,omar abdullah says we want a situation where j has a separate pm. pm modi takes him to the cleaners at secunderabad asks ‘mahagathbandhan’ leaders to come come clean on whether they support this statement. indiasaysnamoagain ,1
8219,under modi the average growth of our service sector has fallen from . to .% india is a services superpower but modi is hellbent on taking that tag away from usrahultakingindiaforward,1
8220,all the best to all the aap delhi candidates. ,1
8221,live media briefing by bjp national president shri at bjp hq. congressinsultsindia ,1
8222,bernie wants to let terrorists vote.kamala will take our guns by executive order if congress won’t.liz wants to tax rich ppl to pay for other ppl’s debt.cory is pushing reparations.swalwell can’t get people to stop buying chips.buttigieg is pushing a fake feud w/pence.,1
8223,team of uttar pradesh mahila congress central zone participated in the nomination rally of loksabha candidate respected annu tondon mam. entire team wishes her luck and success. ,1
8224,congress spokesperson is promoting a cartoon which shows pakistani flag behind our soldier. and pakistan in return promotes congress. please mass share it so that everyone knows what ⁦⁩ has done to nehru’s congress. ,1
8225,the modi govt blinked on the issue of the point roster. after years of undermining reservations for weaker sections in the university system. the modi govt has backed off just before the elections. ,1
8226,the persecuted minorities who had to leave their home and hearth due to their affiliation to a religion will be given citizenship in the country pm bharatkagarvmodi ,1
8227,election commission of india finds no violations of mcc by . eci evaluated all modi speeches according to modi code of conduct while opposition parties were asking eci to evaluate his speeches according to model code of conduct how wrong they all are,1
8228,punjab democratic alliance pda which comprises six parties including the bsp and the cpi on monday announced candidates for of the state’s lok sabha seats,1
8229,how did anil ambani meet french defence minister before pm modi? thiru middlemanmodi ,1
8230,the congress party has always fulfilled promises. our past record stands testimony to that. has always fought for our rights. heres some examplesrahulforyoungindia👇,1
8231,i wish all the best to virupakshisadhunavar all other candidates ..may all u win with huge margin n strengthen hope india will get rid of jumlasarkar voteforcongress voteforindia ,1
8232,the aap govt misused the sections of the rte act to curb private investment in education and thus the hike in the enrollment data is just a forceful migration of children belonging to lower middle class from low fees private schools to government schools.,1
8233,london court rejects fugitive businessman nirav modi’s bail next date of hearing may ,1
8234,rt rahulgandhi on the anniversary of gandhi ji’s historic dandi march the congress working committee in ahmedabad resolved to defeat the rss/ bjp ideology of fascism hatred anger divisiveness. no sacrifice is too great in this endeavour no effort ,1
8235, amethi is bestest smart city created by great rahul gandhi. ,1
8236, modi chor hai is dignified? ,1
8237,th trial of all crimes except in cases of impeachment shall be by jury an such trial shall be held in th state where th said crimes shall have been committed but whn not committed within any state th trial shall be at such place or places as th congress may by law have directed ,1
8238, remaining army training centres in pakistan should destroyed. finalstrike is not applicable for those idiot pakis just keep striking until pakistanis terrors.,1
8239, yes. lng prices that murli wanted to gift to ril was at $ per mbtu.leftist and aap protested and wanted it at $./mbtu levels.modi made it $./mbtu.naturally you know why deoras are family retainers,1
8240, pappu plays with mobile while others pay homage to the martyrs.,1
8241,cab is the hidden agenda of bjp/rss to dilute the mongoloid people of ne indiamodidestroysnortheast ,1
